name,address,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,last_rqi_date,first_inspection_date,last_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
PARISIEN MANOR,439 Second Street East,Champlain,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 65 beds,No,Yes,No,Yes,,Cornwall, K6H1Z2,65.0,2018-10-10,2011-04-07,2020-11-12,27.0,16.0,6.0,18.0,9.0,4.0,8.0,3.0,1.0,3.0,2.0,2.0
PARK LANE TERRACE,295 Grand River Street North,Hamilton Niagara Haldimand Brant (Hnhb),Park Lane Terrace Limited,Apans Health Services,For-Profit,Home with approximately 132 beds,No,Yes,Yes,Yes,,Paris, N3L2N9,132.0,2019-03-27,2010-11-24,2020-07-29,43.0,33.0,13.0,20.0,14.0,4.0,12.0,7.0,5.0,15.0,12.0,5.0
PARKVIEW HOME LONG-TERM CARE,123 Weldon Road,Central,The Mennonite Home Association As York County,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Stouffville, L4A0G8,128.0,2017-11-28,2011-02-07,2020-02-13,16.0,9.0,4.0,4.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,
PARKVIEW MANOR HEALTH CARE CENTRE,98-3rd Street South East P.O. Box 298,South West,Grosvenor Health Care Partnership (No. 3),Extendicare (Canada) Inc.,For-Profit,Home with approximately 34 beds,No,Yes,Yes,Yes,,Chesley, N0G1L0,34.0,2018-11-28,2011-06-22,2020-11-13,16.0,10.0,6.0,5.0,1.0,1.0,4.0,2.0,2.0,8.0,7.0,3.0
PARKVIEW NURSING CENTRE,545 King Street West,Hamilton Niagara Haldimand Brant (Hnhb),The Parkview Health Care Partnership On Behalf Of 593405 Ontario Limited As General Partner,Metcap Living Management Inc./Gestion Residentielle Metcap Inc.,For-Profit,Home with approximately 126 beds,No,Yes,Yes,Yes,,Hamilton, L8P1C1,126.0,2017-09-18,2011-01-14,2020-03-04,12.0,7.0,3.0,7.0,3.0,2.0,2.0,1.0,1.0,,,
PARKWOOD MENNONITE HOME,726 New Hampshire Street,Waterloo Wellington,Parkwood Mennonite Home Inc.,,Non-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Waterloo, N2K4M1,96.0,2017-11-08,2010-09-01,2020-08-19,20.0,11.0,7.0,8.0,3.0,2.0,8.0,2.0,2.0,4.0,3.0,3.0
PEEL MANOR,525 Main Street North,Central West,The Regional Municipality Of Peel (See Owner No. 416),,Municipal,Home with approximately 177 beds,No,Yes,Yes,Yes,,Brampton, L6X1N9,177.0,2017-11-30,2010-08-18,2020-10-14,53.0,13.0,4.0,25.0,4.0,1.0,17.0,5.0,3.0,11.0,1.0,
PEOPLECARE A.R. GOUDIE KITCHENER,369 Frederick Street,Waterloo Wellington,Peoplecare Not-for-profit Homes Inc.,Peoplecare Inc.,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Kitchener, N2H2P1,80.0,2017-11-02,2010-08-25,2020-11-03,30.0,15.0,5.0,12.0,5.0,3.0,16.0,5.0,2.0,2.0,2.0,
PEOPLECARE HILLTOP MANOR CAMBRIDGE,42 Elliott Street,Waterloo Wellington,Peoplecare Communities Inc.,,For-Profit,Home with approximately 185 beds,No,Yes,Yes,Yes,,Cambridge, N1R2J2,185.0,2018-06-12,2010-11-17,2020-09-09,41.0,22.0,5.0,15.0,8.0,2.0,18.0,9.0,2.0,8.0,7.0,3.0
PEOPLECARE OAKCROSSING LONDON,1242 Oakcrossing Road,South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6H0G2,160.0,2018-06-28,2010-09-07,2020-11-03,80.0,24.0,11.0,50.0,12.0,4.0,34.0,8.0,6.0,1.0,1.0,1.0
PEOPLECARE TAVISTOCK,28 William Street North P.O. Box 460,South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 100 beds,Yes,Yes,No,Yes,,Tavistock, N0B2R0,100.0,2017-12-04,2010-10-12,2020-10-28,22.0,10.0,5.0,7.0,3.0,2.0,13.0,4.0,3.0,,,
PERTH COMMUNITY CARE CENTRE,101 Christie Lake Road R. R. #4,South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 121 beds,No,Yes,Yes,Yes,,Perth, K7H3C6,121.0,2018-06-13,2011-06-15,2020-11-06,39.0,23.0,13.0,12.0,6.0,4.0,13.0,9.0,5.0,12.0,4.0,3.0
PETER D. CLARK CENTRE,9 Meridian Place,Champlain,City Of Ottawa,,Municipal,Home with approximately 216 beds,No,Yes,Yes,Yes,,Ottawa, K2G6P8,216.0,2019-01-15,2011-10-12,2020-10-27,88.0,66.0,32.0,46.0,35.0,18.0,33.0,19.0,11.0,11.0,9.0,3.0
PINE MEADOW NURSING HOME,124 Lloyd Street P.O. Box 100,South East,Land O'lakes Community Services,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Northbrook, K0H2G0,60.0,2018-06-13,2011-10-31,2019-12-19,20.0,13.0,5.0,7.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0
PINE VILLA NURSING HOME,490 Highway #8,Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres I I Gp Inc,,For-Profit,Home with approximately 41 beds,No,Yes,No,No,,Stoney Creek, L8G1G6,41.0,2018-07-10,2011-09-07,2020-05-20,19.0,14.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,7.0,6.0,
PINECREST (KENORA),1220 Valley Drive,North West,Board Of Management Of The District Of Kenora,,Municipal,Home with approximately 116 beds,Yes,Yes,Yes,No,,Kenora, P9N2W7,116.0,2018-07-13,2010-09-01,2020-11-12,25.0,13.0,6.0,6.0,2.0,1.0,9.0,2.0,1.0,7.0,3.0,2.0
PINECREST (PLANTAGENET),101 Parent Street P.O. Box 250,Champlain,"Cvh (No. 4) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Plantagenet, K0B1L0,60.0,2018-01-09,2011-07-15,2020-02-12,48.0,30.0,10.0,20.0,10.0,4.0,18.0,10.0,4.0,4.0,2.0,
PINECREST MANOR,399 Bob Street P.O. BOX 220,South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Lucknow, N0G2H0,61.0,2017-10-12,2011-11-01,2020-07-30,18.0,10.0,4.0,6.0,1.0,,8.0,5.0,3.0,3.0,3.0,
PINECREST NURSING HOME - BOBCAYGEON,3418 County Road 36 R.R. #2,Central East,Medlaw Corporation Limited,,For-Profit,Home with approximately 65 beds,No,Yes,Yes,No,,Bobcaygeon, K0M1A0,65.0,2018-11-13,2011-09-20,2020-11-06,20.0,11.0,5.0,4.0,,,6.0,3.0,2.0,7.0,4.0,2.0
PINEHAVEN NURSING HOME,229 Lexington Road,Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 84 beds,No,Yes,Yes,Yes,,Waterloo, N2K2E1,84.0,2018-01-19,2010-10-13,2020-09-21,38.0,18.0,6.0,14.0,7.0,2.0,14.0,5.0,2.0,3.0,2.0,1.0
PIONEER MANOR,960 Notre Dame Avenue,North East,The City Of Greater Sudbury,,Municipal,Home with approximately 433 beds,No,Yes,Yes,Yes,,Sudbury, P3A2T4,433.0,2019-04-05,2010-12-14,2020-07-16,72.0,40.0,18.0,28.0,14.0,7.0,24.0,12.0,5.0,26.0,13.0,3.0
PIONEER RIDGE,750 Tungsten Street,North West,The Corporation Of The City Of Thunder Bay,,Municipal,Home with approximately 150 beds,No,Yes,Yes,Yes,,Thunder Bay, P7B6R1,150.0,2018-01-16,2010-10-26,2020-09-23,27.0,11.0,5.0,12.0,4.0,3.0,10.0,2.0,1.0,6.0,1.0,
PLEASANT MANOR RETIREMENT VILLAGE,15 Elden Street Box 500,Hamilton Niagara Haldimand Brant (Hnhb),Pleasant Manor Retirement Village,,Non-Profit,Home with approximately 41 beds,No,Yes,No,No,,Virgil, L0S1T0,41.0,2017-07-21,2011-09-20,2020-02-19,13.0,8.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0
PLEASANT MEADOW MANOR,99 Alma Street P. O. Box 426,Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Norwood, K0L2V0,61.0,2017-07-28,2010-11-18,2020-09-23,22.0,12.0,7.0,8.0,4.0,4.0,8.0,4.0,3.0,2.0,2.0,
PORT PERRY PLACE,15941 Simcoe Street,Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 107 beds,No,Yes,Yes,Yes,,Port Perry, L9L1N5,107.0,2017-06-28,2010-10-01,2020-10-02,49.0,26.0,5.0,29.0,15.0,3.0,14.0,7.0,2.0,9.0,3.0,
POST INN VILLAGE,203 Georgian Drive,Mississauga Halton,The Regional Municipality Of Halton,,Municipal,Home with approximately 228 beds,Yes,Yes,Yes,Yes,,Oakville, L6H7H9,228.0,2018-01-29,2010-07-28,2020-02-20,34.0,10.0,4.0,20.0,3.0,1.0,9.0,3.0,2.0,2.0,1.0,
PRINCESS COURT,Princess Street Box 725,North West,Kenora District Home For The Aged Board Of Management,,Municipal,Home with approximately 97 beds,Yes,Yes,Yes,No,,Dryden, P8N2Z4,97.0,2018-01-17,2010-09-30,2020-10-15,28.0,8.0,6.0,9.0,,,9.0,2.0,2.0,9.0,4.0,2.0
PROVIDENCE HEALTHCARE,3276 St. Clair Avenue East,Toronto Central,Providence St. Joseph's And St. Michael's Healthcare,,Non-Profit,Home with approximately 288 beds,No,Yes,Yes,Yes,,Scarborough, M1L1W1,288.0,2018-01-23,2010-11-09,2020-02-28,55.0,29.0,11.0,32.0,17.0,5.0,16.0,9.0,5.0,6.0,4.0,2.0
PROVIDENCE MANOR,275 Sydenham Street,South East,Providence Care Centre,,Non-Profit,Home with approximately 243 beds,Yes,Yes,Yes,Yes,,Kingston, K7K1G7,243.0,2018-07-18,2011-06-23,2020-11-06,67.0,46.0,14.0,26.0,15.0,5.0,34.0,19.0,7.0,16.0,10.0,3.0
QUEEN'S GARDEN,80 Queen Street North,Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Hamilton) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L8R3P6,128.0,2018-08-08,2010-08-13,2020-06-08,41.0,12.0,6.0,20.0,5.0,2.0,13.0,3.0,3.0,7.0,5.0,2.0
QUEENSWAY LONG TERM CARE HOME,100 Queen Street East P.O. Box 369,South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Hensall, N0M1X0,60.0,2017-11-14,2010-11-30,2020-10-08,22.0,7.0,3.0,16.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,
R. H. LAWSON EVENTIDE HOME,5050 Jepson Street,Hamilton Niagara Haldimand Brant (Hnhb),The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 101 beds,Yes,Yes,Yes,No,,Niagara Falls, L2E1K5,101.0,2018-01-17,2010-12-08,2020-08-24,18.0,11.0,5.0,4.0,3.0,2.0,6.0,3.0,2.0,7.0,3.0,1.0
RAINY RIVER HEALTH CENTRE,114 Fourth Street P.O. Box 236,North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 21 beds,No,Yes,No,No,,Rainy River, P0W1L0,21.0,2018-11-22,2011-11-14,2020-07-16,11.0,6.0,2.0,2.0,1.0,,3.0,1.0,1.0,2.0,1.0,
RAINYCREST,550 Osborne Street,North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 164 beds,Yes,Yes,Yes,Yes,,Fort Frances, P9A3T2,164.0,2019-01-04,2011-03-08,2020-08-13,66.0,46.0,26.0,23.0,12.0,7.0,23.0,17.0,9.0,23.0,16.0,9.0
REACHVIEW VILLAGE,130 Reach Street,Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Uxbridge, L9P1L3,100.0,2017-05-24,2011-04-20,2020-07-02,39.0,21.0,4.0,17.0,5.0,2.0,10.0,4.0,1.0,11.0,7.0,1.0
REGENCY LONG TERM CARE HOME,66 Dorset Street East,Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Port Hope, L1A1E3,60.0,2017-07-07,2010-08-26,2020-09-17,26.0,13.0,4.0,6.0,2.0,,10.0,5.0,3.0,9.0,2.0,
REGENCY PARK LONG TERM CARE HOME,567 Victoria Avenue,Erie St. Clair,"Dtoc Long Term Care Lp, By Its General Partner, Dtoc Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Universalcare Canada Inc.,For-Profit,Home with approximately 72 beds,No,Yes,Yes,Yes,,Windsor, N9A4N1,72.0,2017-11-23,2010-07-28,2020-07-24,28.0,15.0,8.0,15.0,6.0,4.0,8.0,5.0,4.0,1.0,1.0,1.0
REGINA GARDENS,536 Upper Paradise Road,Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Ancaster) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L9C5E3,128.0,2018-08-13,2010-10-19,2020-01-13,31.0,15.0,5.0,20.0,7.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0
RESIDENCE PRESCOTT ET RUSSELL,"1020, Cartier Boulevard",Champlain,United Counties Of Prescott And Russell,,Municipal,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Hawkesbury, K6A1W7,146.0,2017-10-13,2010-09-29,2020-08-20,52.0,26.0,8.0,16.0,6.0,2.0,23.0,10.0,6.0,11.0,4.0,2.0
RESIDENCE SAINT- LOUIS,879 Chemin Parc Hiawatha,Champlain,Bruyere Continuing Care Inc.,,Non-Profit,Home with approximately 198 beds,Yes,Yes,Yes,Yes,,Ottawa, K1C2Z6,198.0,2018-10-05,2010-09-01,2020-10-27,112.0,70.0,26.0,42.0,26.0,12.0,40.0,20.0,8.0,31.0,22.0,4.0
RICHMOND TERRACE,89 Rankin Avenue,Erie St. Clair,Richmond Terrace Limited,Apans Health Services,For-Profit,Home with approximately 120 beds,Yes,Yes,Yes,Yes,,Amherstburg, N9V1E7,120.0,2018-08-30,2010-09-21,2020-07-22,60.0,33.0,13.0,41.0,21.0,8.0,16.0,6.0,4.0,2.0,2.0,1.0
RIDEAUCREST HOME,175 Rideau Street,South East,The Corporation Of The City Of Kingston,,Municipal,Home with approximately 170 beds,No,Yes,Yes,Yes,,Kingston, K7K3H6,170.0,2018-05-08,2010-09-20,2020-10-30,67.0,40.0,18.0,26.0,12.0,8.0,35.0,20.0,8.0,9.0,3.0,1.0
RIDGEVIEW,385 Highland Road West,Hamilton Niagara Haldimand Brant (Hnhb),Axr Operating (National) Lp,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Stoney Creek, L8J3X9,120.0,2018-02-01,2010-12-15,2020-10-15,23.0,10.0,6.0,11.0,3.0,2.0,6.0,2.0,2.0,6.0,3.0,1.0
RITZ LUTHERAN VILLA,"Part Lot 16, Con 2, Logan Twn R.R. #5",South West,Ritz Lutheran Villa,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,No,,Mitchell, N0K1N0,85.0,2018-02-27,2010-09-14,2020-01-07,65.0,23.0,9.0,36.0,13.0,3.0,15.0,5.0,4.0,11.0,5.0,2.0
RIVER GLEN HAVEN NURSING HOME,160 High Street P.O. Box 368,Central,Atk Care Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Sutton West, L0E1R0,120.0,2018-07-16,2010-08-23,2020-09-25,27.0,14.0,5.0,12.0,4.0,2.0,7.0,3.0,1.0,11.0,5.0,1.0
RIVERBEND PLACE,650 Coronation Blvd.,Waterloo Wellington,Revera Long Term Care Inc.,,For-Profit,Home with approximately 54 beds,No,Yes,Yes,Yes,,Cambridge, N1R7S6,54.0,2018-01-03,2010-08-24,2020-10-22,15.0,9.0,3.0,6.0,1.0,,8.0,5.0,2.0,,,
RIVERSIDE PLACE,3181 Meadowbrook Lane,Erie St. Clair,Axr Operating (National) Lp,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Windsor, N8T0A4,96.0,2017-11-23,2010-08-19,2020-10-06,48.0,21.0,9.0,28.0,10.0,5.0,19.0,7.0,4.0,1.0,1.0,
RIVERVIEW GARDENS,519 King Street West,Erie St. Clair,The Corporation Of The Municipality Of Chatham-kent,,Municipal,Home with approximately 320 beds,Yes,Yes,Yes,No,,Chatham, N7M1G8,320.0,2018-06-13,2010-09-16,2020-09-28,101.0,39.0,14.0,46.0,22.0,6.0,55.0,12.0,7.0,2.0,1.0,1.0
RIVERVIEW MANOR NURSING HOME,1155 Water Street,Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 124 beds,No,Yes,Yes,Yes,,Peterborough, K9H3P8,124.0,2018-06-25,2011-06-16,2020-09-15,35.0,19.0,7.0,13.0,4.0,2.0,12.0,6.0,3.0,5.0,5.0,2.0
ROBERTA PLACE,503 Essa Road,North Simcoe Muskoka,Barrie Long Term Care Centre Inc.,Jarlette Health Services,For-Profit,Home with approximately 140 beds,No,Yes,No,Yes,,Barrie, L4N9E4,140.0,2018-02-13,2011-07-28,2020-09-16,37.0,21.0,17.0,17.0,6.0,6.0,15.0,9.0,8.0,12.0,9.0,5.0
ROCKCLIFFE CARE COMMUNITY,3015 Lawrence Avenue East,Central East,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 204 beds,Yes,Yes,Yes,Yes,,Scarborough, M1P2V7,204.0,2018-01-08,2011-05-30,2020-07-21,30.0,22.0,16.0,20.0,12.0,9.0,12.0,5.0,4.0,6.0,5.0,4.0
ROCKWOOD TERRACE HOME FOR THE AGED,575 Saddler Street East P. O. Box 660,South West,Corporation Of The County Of Grey,,Municipal,Home with approximately 100 beds,No,Yes,Yes,No,,Durham, N0G1R0,100.0,2017-11-08,2010-08-30,2020-11-05,27.0,9.0,4.0,5.0,1.0,1.0,18.0,3.0,2.0,3.0,3.0,
ROSE OF SHARON KOREAN LONG TERM CARE,17 Maplewood Avenue,Toronto Central,Rose Of Sharon (Ontario) Retirement Community,Assured Care Consulting Inc.,Non-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Toronto, M6C4B3,60.0,2017-11-21,2011-03-22,2019-12-16,14.0,5.0,2.0,4.0,,,1.0,1.0,1.0,,,
ROSEBRIDGE MANOR,131 Roses Bridge Road R. R. #2,South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 78 beds,No,Yes,Yes,Yes,,Jasper, K0G1G0,78.0,2017-09-19,2010-07-21,2020-10-22,22.0,12.0,3.0,9.0,2.0,,11.0,7.0,3.0,1.0,,
ROSEDALE CENTRE,507- 8th Avenue P.O. Box 70,North East,Bingham Memorial Hospital,,Non-Profit,Home with approximately 20 beds,No,Yes,Yes,No,,Matheson, P0K1N0,20.0,2018-04-24,2011-05-11,2020-05-21,13.0,6.0,2.0,1.0,,,7.0,1.0,1.0,2.0,2.0,
ROYAL OTTAWA PLACE,1145 Carling Avenue,Champlain,Royal Ottawa Health Care Group,,Non-Profit,Home with approximately 70 beds,Yes,Yes,Yes,Yes,,Ottawa, K1Z7K4,70.0,2018-09-26,2010-09-12,2020-10-08,23.0,15.0,8.0,5.0,5.0,4.0,11.0,4.0,2.0,6.0,4.0,3.0
ROYAL ROSE PLACE,635 Prince Charles Drive North,Hamilton Niagara Haldimand Brant (Hnhb),859530 Ontario Inc. (Operating As Jarlette Health Services),,For-Profit,Home with approximately 96 beds,No,No,No,No,,Welland, L3C0C7,96.0,2019-03-27,2016-08-16,2020-08-28,12.0,12.0,7.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0
ROYAL TERRACE,600 White's Road,Waterloo Wellington,Shanti Enterprises Limited,,For-Profit,Home with approximately 67 beds,No,Yes,Yes,Yes,,Palmerston, N0G2P0,67.0,2017-10-12,2010-08-10,2020-09-28,21.0,11.0,4.0,5.0,3.0,,12.0,4.0,3.0,4.0,3.0,1.0
SAINT LUKE'S PLACE,1624 Franklin Boulevard,Waterloo Wellington,Saint Luke's Place,,Non-Profit,Home with approximately 114 beds,No,Yes,Yes,Yes,,Cambridge, N3C3P4,114.0,2017-05-19,2010-11-16,2020-09-29,27.0,15.0,4.0,17.0,8.0,2.0,12.0,4.0,2.0,4.0,3.0,2.0
SANDFIELD PLACE,220 Emma Street,Champlain,458422 Ontario Limited,,For-Profit,Home with approximately 53 beds,No,Yes,Yes,Yes,,Cornwall, K6J5V8,53.0,2018-08-02,2011-05-10,2020-08-14,26.0,20.0,10.0,11.0,8.0,4.0,9.0,6.0,3.0,3.0,3.0,2.0
SANTÉ MANITOUWADGE HEALTH,1 Health Care Crescent,North West,Sante Manitouwadge Health,,Non-Profit,Home with approximately 9 beds,No,Yes,Yes,Yes,,Manitouwadge, P0T2C0,9.0,2018-11-19,2011-08-16,2020-11-06,12.0,7.0,3.0,1.0,1.0,,,,,7.0,4.0,2.0
SARA VISTA,27 Simcoe Street,North Simcoe Muskoka,Revera Long Term Care Inc.,,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Elmvale, L0L1P0,60.0,2017-12-28,2011-08-16,2020-07-30,14.0,8.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,,
SARSFIELD COLONIAL HOME,2861 Colonial Road P.O. Box 130,Champlain,2629693 Ontario Inc.,Taminagi Inc. (As Manager),For-Profit,Home with approximately 46 beds,No,Yes,Yes,Yes,"recipient no 346524 – sarsfield colonial home
comment - change in ownership effective february 19 2020. details transferred to recipient no 664183/ facility no nh1692
",Sarsfield, K0A3E0,46.0,2018-10-01,2010-08-11,2020-01-15,60.0,40.0,10.0,27.0,14.0,2.0,13.0,6.0,2.0,18.0,16.0,4.0
SEAFORTH LONG TERM CARE HOME,100 James Street,South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 63 beds,Yes,Yes,Yes,Yes,,Seaforth, N0K1W0,63.0,2018-08-01,2010-09-20,2020-07-29,16.0,10.0,5.0,6.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0
SECORD TRAILS CARE COMMUNITY,263 Wonham Street South,South West,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 80 beds,Yes,Yes,Yes,Yes,,Ingersoll, N5C3P6,80.0,2018-03-26,2010-07-28,2020-10-13,57.0,24.0,11.0,27.0,11.0,3.0,23.0,8.0,6.0,16.0,8.0,6.0
SENIORS' HEALTH CENTRE,2 Buchan Court,Central,North York General Hospital,,Non-Profit,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,North York, M2J5A3,192.0,2018-02-09,2011-04-20,2020-11-16,32.0,20.0,7.0,14.0,8.0,3.0,7.0,4.0,3.0,11.0,6.0,3.0
SEVEN OAKS,9 Neilson Road,Central East,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 249 beds,Yes,Yes,Yes,Yes,,Scarborough, M1E5E1,249.0,2018-08-22,2011-06-21,2020-01-22,46.0,31.0,19.0,21.0,14.0,8.0,17.0,11.0,7.0,8.0,8.0,5.0
SHALOM MANOR LONG TERM CARE HOME,12 Bartlett Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Shalom Manor Long Term Care Home,,Non-Profit,Home with approximately 144 beds,No,Yes,Yes,No,,Grimsby, L3M4N5,144.0,2017-06-21,2010-09-01,2019-11-15,20.0,12.0,9.0,7.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,2.0
SHALOM VILLAGE NURSING HOME,70 Macklin Street North,Hamilton Niagara Haldimand Brant (Hnhb),Shalom Village Nursing Home,,Non-Profit,Home with approximately 127 beds,No,Yes,Yes,Yes,,Hamilton, L8S3S1,127.0,2018-09-06,2010-12-09,2020-10-19,20.0,14.0,6.0,7.0,2.0,1.0,4.0,2.0,2.0,5.0,5.0,2.0
SHELBURNE LONG TERM CARE HOME,200 Robert Street P.O. Box 156,Central West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Shelburne, L0N1S1,60.0,2018-08-31,2010-09-23,2020-10-16,21.0,14.0,8.0,10.0,4.0,3.0,5.0,2.0,1.0,7.0,6.0,4.0
SHEPHERD LODGE,3760 Sheppard Avenue East,Central East,Shepherd Village Inc.,,Non-Profit,Home with approximately 252 beds,No,Yes,Yes,Yes,,Toronto, M1T3K9,252.0,2017-05-09,2011-01-24,2020-10-01,46.0,21.0,13.0,23.0,10.0,7.0,14.0,6.0,4.0,14.0,4.0,3.0
SHERBOURNE PLACE,345 Sherbourne Street,Toronto Central,Drs. Paul And John Rekai Centre,,Non-Profit,Home with approximately 126 beds,Yes,Yes,No,Yes,,Toronto, M5A2S3,126.0,2019-01-31,2010-11-23,2019-11-21,31.0,17.0,5.0,14.0,6.0,2.0,9.0,3.0,1.0,4.0,4.0,1.0
SHERIDAN VILLA,2460 Truscott Drive,Mississauga Halton,The Regional Municipality Of Peel,,Municipal,Home with approximately 142 beds,No,Yes,Yes,Yes,,Mississauga, L5J3Z8,142.0,2018-02-22,2010-11-03,2020-11-18,24.0,12.0,7.0,13.0,7.0,5.0,7.0,1.0,1.0,4.0,2.0,1.0
SHERWOOD COURT LONG TERM CARE CENTRE,300 Ravineview Drive,Central,Axr Operating (National) Lp,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Maple, L6A3P8,96.0,2017-10-31,2010-09-09,2020-10-05,40.0,23.0,11.0,18.0,11.0,7.0,17.0,8.0,4.0,8.0,5.0,
SHERWOOD PARK MANOR,1814 County Road  #2 East,South East,Sherwood Park Manor,,Non-Profit,Home with approximately 107 beds,No,Yes,Yes,No,,Brockville, K6V5T1,107.0,2019-03-12,2010-10-04,2020-08-31,57.0,24.0,9.0,28.0,12.0,4.0,23.0,6.0,2.0,9.0,4.0,4.0
