name,inspection_types,inspection_dates
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2016-08-02
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2016-08-01
DEARNESS HOME FOR SENIOR CITIZENS,Resident Quality Inspection with Order(s) of the Inspector,2015-12-17
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2015-11-27
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2015-10-19
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2015-08-14
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2015-07-28
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2015-06-03
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2015-04-21
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2015-04-21
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2015-02-06
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2015-02-05
DEARNESS HOME FOR SENIOR CITIZENS,Resident Quality Inspection,2014-12-23
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2014-10-16
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2014-10-16
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2014-09-08
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2014-09-08
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2014-06-11
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection  with Order(s) of the Inspector,2014-05-16
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2014-05-13
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2014-04-01
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2014-03-06
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2014-01-31
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2014-01-14
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2013-12-16
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2013-12-02
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2013-11-07
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2013-10-15
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2013-08-12
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2013-07-10
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2013-07-10
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2013-07-03
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2013-07-03
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2013-05-13
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2012-11-06
DEARNESS HOME FOR SENIOR CITIZENS,Resident Quality Inspection,2012-10-26
DEARNESS HOME FOR SENIOR CITIZENS,Follow-Up Inspection,2012-10-22
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2012-10-22
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2012-09-05
DEARNESS HOME FOR SENIOR CITIZENS,Follow-Up Inspection,2012-07-04
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection  with Order(s) of the Inspector,2012-03-05
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2012-02-21
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2012-02-21
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2012-02-01
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2011-12-23
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2011-11-01
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2011-11-01
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2011-09-21
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2011-07-28
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2011-07-28
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2011-06-07
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2011-03-18
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2011-01-24
DEARNESS HOME FOR SENIOR CITIZENS,Critical Incident Inspection,2010-11-23
DEARNESS HOME FOR SENIOR CITIZENS,Complaints Inspection,2010-07-27
DEER PARK VILLA,Critical Incident Inspection,2020-05-25
DEER PARK VILLA,Critical Incident Inspection,2020-01-06
DEER PARK VILLA,Follow-Up Inspection,2019-06-01
DEER PARK VILLA,Critical Incident Inspection  with Order(s) of the Inspector,2018-12-17
DEER PARK VILLA,Complaints Inspection,2018-12-13
DEER PARK VILLA,Resident Quality Inspection,2017-09-28
DEER PARK VILLA,Resident Quality Inspection,2017-02-16
DEER PARK VILLA,Other Inspection,2015-07-24
DEER PARK VILLA,Resident Quality Inspection,2015-05-07
DEER PARK VILLA,Resident Quality Inspection,2014-09-26
DEER PARK VILLA,Critical Incident Inspection,2014-05-23
DEER PARK VILLA,Complaints Inspection,2013-10-29
DEER PARK VILLA,Other Inspection,2013-10-02
DEER PARK VILLA,Complaints Inspection,2012-10-02
DEER PARK VILLA,Follow-Up Inspection,2010-11-02
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2020-02-07
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2020-02-07
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection,2020-02-06
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection,2020-02-06
DEERWOOD CREEK CARE COMMUNITY,Follow-Up Inspection,2019-09-19
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection,2019-09-19
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection  with Order(s) of the Inspector,2019-08-09
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2019-08-08
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2019-02-28
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection,2019-02-28
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2019-02-22
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2018-06-28
DEERWOOD CREEK CARE COMMUNITY,Resident Quality Inspection with Order(s) of the Inspector,2018-04-11
DEERWOOD CREEK CARE COMMUNITY,Resident Quality Inspection with Order(s) of the Inspector,2017-10-06
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2017-09-12
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2016-12-12
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2016-11-22
DEERWOOD CREEK CARE COMMUNITY,Resident Quality Inspection,2016-11-21
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2015-12-02
DEERWOOD CREEK CARE COMMUNITY,Resident Quality Inspection,2015-06-29
DEERWOOD CREEK CARE COMMUNITY,Resident Quality Inspection,2015-02-05
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2013-05-28
DEERWOOD CREEK CARE COMMUNITY,Follow-Up Inspection,2012-10-02
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection  with Order(s) of the Inspector,2012-05-12
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection  with Order(s) of the Inspector,2012-03-23
DEERWOOD CREEK CARE COMMUNITY,Follow-Up Inspection,2011-12-13
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2011-10-13
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2011-10-12
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection,2011-10-12
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2011-05-30
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2011-01-25
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2011-01-25
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection,2011-01-25
DEERWOOD CREEK CARE COMMUNITY,Critical Incident Inspection,2011-01-25
DEERWOOD CREEK CARE COMMUNITY,Complaints Inspection  with Order(s) of the Inspector,2010-12-10
DELHI LONG TERM CARE CENTRE,Complaints Inspection,2020-10-13
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection,2020-10-13
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection,2019-04-11
DELHI LONG TERM CARE CENTRE,Resident Quality Inspection,2018-06-27
DELHI LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2018-01-30
DELHI LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2017-10-23
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection,2017-05-11
DELHI LONG TERM CARE CENTRE,Complaints Inspection,2017-03-09
DELHI LONG TERM CARE CENTRE,Follow-Up Inspection,2017-02-16
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2016-09-27
DELHI LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2016-09-07
DELHI LONG TERM CARE CENTRE,Follow-Up Inspection,2016-04-26
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2016-04-26
DELHI LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2015-07-30
DELHI LONG TERM CARE CENTRE,Complaints Inspection,2015-01-16
DELHI LONG TERM CARE CENTRE,Resident Quality Inspection,2014-09-04
DELHI LONG TERM CARE CENTRE,Complaints Inspection,2013-10-10
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection,2013-03-11
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection,2012-11-05
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection,2012-06-19
DELHI LONG TERM CARE CENTRE,Follow-Up Inspection,2012-06-15
DELHI LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2011-06-13
DELHI LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2011-06-13
DELHI LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2011-06-13
DELHI LONG TERM CARE CENTRE,Follow-Up Inspection,2011-01-19
DELHI LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2011-01-06
DELHI LONG TERM CARE CENTRE,Follow-Up Inspection,2010-12-29
DELHI LONG TERM CARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2010-12-09
DELHI LONG TERM CARE CENTRE,Follow-Up Inspection,2010-11-23
DERBECKER'S HERITAGE HOUSE,Complaints Inspection,2020-10-21
DERBECKER'S HERITAGE HOUSE,Complaints Inspection,2020-08-20
DERBECKER'S HERITAGE HOUSE,Complaints Inspection,2019-05-13
DERBECKER'S HERITAGE HOUSE,Critical Incident Inspection,2019-05-13
DERBECKER'S HERITAGE HOUSE,Critical Incident Inspection,2018-08-08
DERBECKER'S HERITAGE HOUSE,Resident Quality Inspection,2017-09-06
DERBECKER'S HERITAGE HOUSE,Resident Quality Inspection,2016-11-15
DERBECKER'S HERITAGE HOUSE,Resident Quality Inspection,2015-12-15
DERBECKER'S HERITAGE HOUSE,Resident Quality Inspection,2014-10-01
DERBECKER'S HERITAGE HOUSE,Critical Incident Inspection,2013-11-04
DERBECKER'S HERITAGE HOUSE,Other Inspection,2012-11-06
DERBECKER'S HERITAGE HOUSE,Critical Incident Inspection,2011-09-12
DOM LIPA,Critical Incident Inspection,2020-03-16
DOM LIPA,Critical Incident Inspection,2020-01-29
DOM LIPA,Critical Incident Inspection  with Order(s) of the Inspector,2019-10-28
DOM LIPA,Critical Incident Inspection,2019-06-05
DOM LIPA,Follow-Up Inspection,2017-11-29
DOM LIPA,Resident Quality Inspection with Order(s) of the Inspector,2017-11-05
DOM LIPA,Resident Quality Inspection,2016-11-02
DOM LIPA,Resident Quality Inspection,2015-02-05
DOM LIPA,Resident Quality Inspection,2014-02-26
DOM LIPA,Complaints Inspection,2013-11-19
DOM LIPA,Other Inspection,2012-09-04
DOM LIPA,Other Inspection,2011-11-14
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2020-05-26
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2019-10-04
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2019-07-31
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2019-07-31
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2019-03-26
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2018-12-11
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2018-12-11
DOUGLAS H. RAPELJE LODGE,Resident Quality Inspection,2018-02-15
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2017-04-20
DOUGLAS H. RAPELJE LODGE,Resident Quality Inspection,2017-02-22
DOUGLAS H. RAPELJE LODGE,Resident Quality Inspection with Order(s) of the Inspector,2016-01-26
DOUGLAS H. RAPELJE LODGE,Resident Quality Inspection,2014-10-06
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2014-05-27
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2014-05-15
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2013-01-24
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2013-01-22
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2013-01-15
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2013-01-15
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2012-05-12
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2012-05-11
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2012-04-17
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection  with Order(s) of the Inspector,2011-12-28
DOUGLAS H. RAPELJE LODGE,Follow-Up Inspection,2011-12-22
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection  with Order(s) of the Inspector,2011-12-22
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2011-10-07
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2011-07-11
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection  with Order(s) of the Inspector,2011-07-07
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2011-01-06
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2010-11-16
DOUGLAS H. RAPELJE LODGE,Complaints Inspection,2010-11-08
DOUGLAS H. RAPELJE LODGE,Follow-Up Inspection,2010-11-08
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2010-08-17
DOUGLAS H. RAPELJE LODGE,Critical Incident Inspection,2010-08-17
DOVER CLIFFS,Complaints Inspection,2020-06-16
DOVER CLIFFS,Critical Incident Inspection,2020-06-16
DOVER CLIFFS,Other Inspection,2020-06-10
DOVER CLIFFS,Complaints Inspection,2020-02-10
DOVER CLIFFS,Critical Incident Inspection,2020-02-10
DOVER CLIFFS,Critical Incident Inspection  with Order(s) of the Inspector,2019-12-16
DOVER CLIFFS,Critical Incident Inspection,2019-06-07
DOVER CLIFFS,Resident Quality Inspection,2018-11-13
DOVER CLIFFS,Follow-Up Inspection with Order(s) of the Inspector,2018-05-09
DOVER CLIFFS,Complaints Inspection,2018-02-28
DOVER CLIFFS,Resident Quality Inspection with Order(s) of the Inspector,2017-11-03
DOVER CLIFFS,Complaints Inspection  with Order(s) of the Inspector,2017-06-12
DOVER CLIFFS,Complaints Inspection,2017-05-24
DOVER CLIFFS,Follow-Up Inspection,2017-05-24
DOVER CLIFFS,Critical Incident Inspection,2017-05-24
DOVER CLIFFS,Resident Quality Inspection with Order(s) of the Inspector,2017-01-03
DOVER CLIFFS,Resident Quality Inspection,2015-12-17
DOVER CLIFFS,Complaints Inspection,2015-10-16
DOVER CLIFFS,Critical Incident Inspection,2015-05-10
DOVER CLIFFS,Resident Quality Inspection,2014-11-13
DOVER CLIFFS,Other Inspection,2014-02-13
DOVER CLIFFS,Complaints Inspection,2013-10-16
DOVER CLIFFS,Follow-Up Inspection,2013-10-07
DOVER CLIFFS,Complaints Inspection,2013-09-26
DOVER CLIFFS,Follow-Up Inspection,2013-05-27
DOVER CLIFFS,Follow-Up Inspection with Order(s) of the Inspector,2013-01-10
DOVER CLIFFS,Other Inspection with Order(s) of the Inspector,2012-07-18
DOVER CLIFFS,Resident Quality Inspection with Order(s) of the Inspector,2012-07-17
DOVER CLIFFS,Resident Quality Inspection with Order(s) of the Inspector,2012-07-17
DOVER CLIFFS,Complaints Inspection,2012-07-17
DOVER CLIFFS,Critical Incident Inspection,2012-07-17
DOVER CLIFFS,Follow-Up Inspection,2012-07-01
DOVER CLIFFS,Critical Incident Inspection,2012-04-25
DOVER CLIFFS,Complaints Inspection,2011-05-17
DOVER CLIFFS,Critical Incident Inspection,2011-05-17
DOVER CLIFFS,Follow-Up Inspection,2011-02-18
DOVER CLIFFS,Complaints Inspection,2011-02-14
DOVER CLIFFS,Critical Incident Inspection,2011-02-14
DOVER CLIFFS,Critical Incident Inspection,2011-02-14
DOVER CLIFFS,Other Inspection,2011-02-14
DOVER CLIFFS,Follow-Up Inspection,2010-09-09
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2020-10-21
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2020-08-14
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2020-08-14
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection,2020-08-14
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2020-07-24
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2020-07-24
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection,2020-07-24
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2020-06-04
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2020-06-04
DOWNSVIEW LONG TERM CARE CENTRE,Director’s Order(s),2020-05-25
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2019-11-07
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2019-05-01
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2019-02-04
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2018-11-22
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection,2018-11-22
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2018-10-25
DOWNSVIEW LONG TERM CARE CENTRE,Resident Quality Inspection,2017-12-28
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2017-07-12
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2017-07-11
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2017-07-05
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2017-05-18
DOWNSVIEW LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2017-02-17
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2016-09-29
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2016-08-12
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2015-12-18
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2015-12-04
DOWNSVIEW LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2015-12-03
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2015-10-14
DOWNSVIEW LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2015-02-27
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2015-02-18
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2015-02-17
DOWNSVIEW LONG TERM CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2015-01-11
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2014-11-17
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2014-05-14
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2014-05-12
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2014-05-08
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2014-05-01
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2014-04-15
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2014-04-08
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2014-04-08
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2014-03-12
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2014-03-12
DOWNSVIEW LONG TERM CARE CENTRE,Other Inspection,2014-02-14
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2014-01-07
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2014-01-07
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2013-05-13
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2013-05-08
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2013-05-06
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2013-05-06
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2013-05-06
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2013-05-06
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2013-05-06
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection,2013-02-14
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2013-02-12
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2013-02-07
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2013-02-07
DOWNSVIEW LONG TERM CARE CENTRE,Follow-Up Inspection,2013-02-07
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2012-08-02
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2012-08-01
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2012-07-23
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2011-11-08
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2011-11-08
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection,2011-09-13
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection,2011-07-06
DOWNSVIEW LONG TERM CARE CENTRE,Complaints Inspection,2011-07-04
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection,2011-06-30
DOWNSVIEW LONG TERM CARE CENTRE,Critical Incident Inspection,2011-06-30
