FACILITY_NAME,HCC_CODE,HLTH_AUTH,OWNERSHIP,STREET_ADDRESS,CITY,POSTAL,REGULATION,ACCRED_STATUS,DCH_NURSE_LASTYR,DCH_ALLIED_LASTYR,DCH_TOTAL_LASTYR,DCH_NURSE_CURRENTYR,DCH_ALLIED_CURRENTYR,DCH_TOTAL_CURRENTYR,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,latitude,longitude,Total Confirmed Cases,Total Deaths,outbreak,RESIDENT_COUNCIL,FAMILY_COUNCIL,BEDS_PRIVATEprop
Polson Residential Care - Vernon Jubilee Hospital,9A628,Interior Health,HA,2101 32nd Street,Vernon,V1T5L2,Hospital Act,Accredited,2.95,0.36,3.31,2.94,0.36,3.3,97,15,9,16,0,0,2,0,9,0,0,1,6,2,2.1,0.0,9.3,0.0,0.0,1.0,6.2,2.1,85,65.7%,55.8%,2.3%,542,43.8%,36.9%,30.8%,73.7%,4.2%,2.3,54.4%,0.61,2.9%,31.0%,2.9%,72.9%,31.0%,14.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.256926,-119.271624,,,0,True,True,0.0
Ponderosa Lodge,98FA9,Interior Health,HA,425 Columbia St,Kamloops,V2C2T4,Community Care & Assisted Living Act,Accredited,2.84,0.38,3.22,2.84,0.38,3.22,98,90,1,0,0,0,2,1,12,0,0,4,4,3,2.0,1.0,12.2,0.0,0.0,4.1,4.1,3.1,84,47.9%,48.4%,2.8%,237,22.3%,31.0%,33.2%,71.2%,7.1%,3.1,37.0%,0.58,47.3%,0.0%,35.9%,52.2%,30.5%,0.9%,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.670828,-120.331933,,,0,False,True,0.0
Poplar Ridge Pavilion - Kootenay Boundary Hospital,9A667,Interior Health,HA,1200 Hospital Bench,Trail,V1R4M1,Hospital Act,Accredited,2.84,0.36,3.2,2.89,0.36,3.25,49,5,14,4,0,0,2,3,0,0,0,0,0,0,4.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,87,67.4%,63.2%,4.5%,287,25.4%,58.5%,26.3%,56.1%,3.9%,2.8,49.3%,0.62,20.0%,49.3%,20.5%,67.3%,17.9%,8.8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1035546,-117.7011867,,,0,True,True,0.0
Purdy Pavilion - UBC Hospital,9A5C6,Vancouver Coastal Health,HA,2221 Wesbrook Mall,Vancouver,V6T1Z9,Hospital Act,Accredited,3.05,0.31,3.36,3.13,0.3,3.43,199,23,0,60,1,0,0,0,2,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81,55.1%,44.3%,9.2%,760,16.1%,45.5%,43.1%,44.7%,5.1%,2.4,55.3%,0.62,34.7%,19.6%,6.9%,47.0%,33.3%,13.6%,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2632866,-123.24586939010037,,,0,True,True,0.0
Qualicum Manor,92EE0,Vancouver Island Health,PFP,124 Fourth Ave East,Qualicum Beach,V9K1N6,Community Care & Assisted Living Act,Unknown,2.89,0.16,3.05,2.99,0.16,3.15,59,34,13,0,4,1,0,2,3,0,0,0,2,0,0.0,3.4,5.1,0.0,0.0,0.0,3.4,0.0,89,91.3%,75.8%,0.0%,"1,756",23.0%,37.8%,24.4%,83.7%,10.4%,2.1,59.3%,0.58,0.7%,2.2%,0.0%,74.8%,36.9%,7.2%,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3449157,-124.4405245,,,0,True,True,0.3728813559322034
Queen's Park Care Centre,9A5GG,Fraser Health,HA,315 McBride Blvd.,New Westminster,V3L5E8,Hospital Act,Unknown,3.19,0.34,3.52,3.19,0.34,3.53,148,14,2,32,0,0,0,2,4,0,0,0,2,0,0.0,1.4,2.7,0.0,0.0,0.0,1.4,0.0,84,64.1%,58.6%,9.6%,548,11.8%,38.7%,22.0%,51.8%,6.0%,2.7,50.3%,0.58,2.5%,20.0%,2.3%,36.7%,13.2%,7.1%,1.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.2158542,-122.9036695,6.0,1.0,1,True,True,0.0
R. W. Large Memorial Hospital,9A773,Vancouver Coastal Health,HA,88 Waglisla Street,Bella Bella,V0T1Z0,Hospital Act,Accredited,,,,,,,7,7,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,52.1612112,-128.1433195843372,,,0,False,False,0.0
Rainbow Lodge,9315A,Northern Health,HA,1000 Liard Drive,Prince George,V2M3Z3,Community Care & Assisted Living Act,Accredited,3.16,0.26,3.42,3.1,0.26,3.36,18,19,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,82,86.0%,43.0%,0.0%,393,17.6%,19.6%,19.6%,82.4%,2.0%,3.4,37.3%,0.50,0.0%,88.2%,0.0%,51.0%,27.5%,18.6%,1.0,9.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2238303,-122.9332908,,,0,True,True,0.0
Renfrew Care Centre,9193F,Vancouver Coastal Health,PFP,1880 Renfrew Street,Vancouver,V5M3H9,Community Care & Assisted Living Act,Accredited,2.58,0.12,2.7,2.69,0.12,2.81,106,86,10,0,0,0,1,0,10,0,0,2,3,0,0.9,0.0,9.4,0.0,0.0,1.9,2.8,0.0,84,58.8%,56.6%,3.5%,"1,050",15.9%,42.4%,39.4%,74.9%,9.2%,3.1,41.2%,0.57,0.0%,65.0%,0.5%,29.0%,24.7%,6.6%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.26786,-123.044,,,0,True,True,0.0
Rest Haven Lodge,9ADH2,Vancouver Island Health,PNP,2281 Mills Road,Sidney,V8L2C3,Community Care & Assisted Living Act,Accredited,2.82,0.22,3.04,2.97,0.36,3.32,73,73,0,0,1,0,0,1,4,0,0,0,0,0,0.0,1.4,5.5,0.0,0.0,0.0,0.0,0.0,86,66.8%,65.5%,1.2%,624,47.8%,31.3%,33.0%,79.5%,9.8%,2.6,54.5%,0.61,12.1%,44.8%,0.0%,60.3%,19.5%,3.8%,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.654974,-123.40484,,,0,True,True,0.0
Richmond Lions Manor,99BGD,Vancouver Coastal Health,HA,9020 Bridgeport Road,Richmond,V6X1S1,Community Care & Assisted Living Act,Accredited,2.71,0.27,2.98,2.71,0.32,3.03,93,49,22,0,1,1,0,0,10,0,0,1,0,0,0.0,0.0,10.8,0.0,0.0,1.1,0.0,0.0,87,72.0%,63.1%,2.5%,"1,094",18.0%,21.8%,37.8%,58.2%,8.8%,2.2,59.5%,0.61,37.1%,10.9%,43.9%,40.5%,29.5%,3.2%,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.1914932,-123.1252982423324,1.0,0.0,1,True,True,0.0
Ridgeview Lodge,93530,Interior Health,PFP,920 Desmond Street,Kamloops,V2B5K6,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,2.87,0.35,3.22,129,129,0,0,0,1,1,1,18,0,1,8,14,1,0.8,0.8,14.0,0.0,0.8,6.2,10.9,0.8,85,61.4%,55.8%,4.0%,"1,115",16.5%,22.4%,19.6%,36.1%,13.3%,3.5,30.0%,0.60,1.6%,0.0%,0.2%,45.2%,26.8%,3.2%,2.0,6.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.7034312,-120.39313490000002,,,0,False,False,0.17829457364341086
Ridgewood Lodge - Princeton General Hospital,9A4J6,Interior Health,HA,98 Ridgewood Drive,Princeton,V0X1W0,Community Care & Assisted Living Act,Accredited,2.83,0.4,3.23,2.85,0.4,3.25,37,33,2,0,1,0,0,0,4,0,0,0,1,0,0.0,0.0,10.8,0.0,0.0,0.0,2.7,0.0,84,59.2%,52.0%,1.7%,404,27.7%,22.7%,27.7%,67.4%,9.9%,3.1,38.3%,0.56,38.3%,15.6%,7.8%,41.1%,17.7%,12.3%,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.45459015,-120.52645140910023,,,0,True,True,0.0
Rocky Mountain Village,92D60,Interior Health,PFP,55 Cokato Road,Fernie,V0B1M4,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,2.94,0.35,3.29,62,62,0,0,0,0,1,0,18,0,0,3,4,2,1.6,0.0,29.0,0.0,0.0,4.8,6.5,3.2,83,63.1%,49.6%,4.4%,442,14.2%,15.6%,31.1%,67.6%,6.7%,3.4,25.3%,0.59,48.4%,88.0%,11.6%,48.0%,32.7%,13.0%,5.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,49.4906726,-115.0647647,,,0,True,True,0.016129032258064516
Rose Wood Village,92CB0,Interior Health,PFP,8125 Devito Drive,Trail,V1R4X9,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,2.99,0.35,3.34,46,45,0,0,2,1,0,3,6,0,0,0,1,1,0.0,6.5,13.0,0.0,0.0,0.0,2.2,2.2,81,58.0%,57.0%,14.0%,362,22.4%,23.4%,37.5%,44.8%,5.2%,1.8,62.0%,0.63,26.0%,4.2%,1.6%,49.0%,20.4%,5.6%,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0957762,-117.64176299999998,,,0,True,True,0.021739130434782608
Rosemary Heights Seniors Village,935CA,Fraser Health,PFP,15240-34th Avenue,Surrey,V3Z2J9,Community Care & Assisted Living Act,Accredited,2.56,0.24,2.8,2.99,0.37,3.36,90,85,2,0,1,0,1,2,19,0,1,0,4,3,1.1,2.2,21.1,0.0,1.1,0.0,4.4,3.3,86,67.7%,58.4%,1.1%,"1,017",17.0%,20.7%,39.0%,73.1%,6.5%,3.0,39.9%,0.56,3.1%,48.0%,0.0%,45.8%,15.5%,1.6%,4.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0635552,-122.8006006,,,0,True,False,0.05555555555555555
Rosewood Manor,9ADI4,Vancouver Coastal Health,PNP,6260 Blundell Rd,Richmond,V7C5C4,Community Care & Assisted Living Act,Not Accredited,2.98,0.26,3.24,3.06,0.25,3.31,151,151,0,0,0,0,0,0,21,0,0,3,7,1,0.0,0.0,13.9,0.0,0.0,2.0,4.6,0.7,85,62.7%,55.4%,1.4%,"1,027",23.0%,28.9%,17.0%,67.1%,7.0%,3.2,28.5%,0.50,19.8%,60.2%,0.2%,38.1%,28.5%,0.9%,1.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1551041,-123.1553156,,,0,True,True,0.0
Rotary Manor,9976D,Northern Health,HA,1121 90th Avenue,Dawson Creek,V1G5A3,Community Care & Assisted Living Act,Accredited,3.22,0.25,3.47,3.16,0.25,3.41,115,115,0,0,0,0,1,0,9,0,0,0,3,0,0.9,0.0,7.8,0.0,0.0,0.0,2.6,0.0,82,60.7%,49.4%,8.9%,"1,051",21.4%,26.5%,23.1%,61.2%,7.8%,3.6,31.6%,0.56,9.5%,0.0%,0.0%,41.8%,39.7%,18.6%,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.773403,-120.23466,,,0,True,False,0.0
Royal Arch Masonic Home,9AAG7,Vancouver Coastal Health,PNP,7850 Champlain Cresc,Vancouver,V5S4C7,Community Care & Assisted Living Act,Not Accredited,2.84,0.35,3.19,3.12,0.37,3.49,151,151,0,0,0,0,2,0,30,0,0,1,6,0,1.3,0.0,19.9,0.0,0.0,0.7,4.0,0.0,86,60.1%,61.0%,4.2%,"1,502",17.4%,37.1%,21.6%,61.9%,6.2%,3.4,29.4%,0.54,15.5%,83.7%,13.4%,41.2%,23.4%,5.1%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2135328,-123.0288043,37.0,12.0,1,True,True,0.0
Royal Ascot Care Centre,917JC,Vancouver Coastal Health,PFP,2455 East Broadway,Vancouver,V5M1Y1,Hospital Act,Not Accredited,2.87,0.24,3.11,2.96,0.24,3.2,82,64,9,0,1,0,1,0,9,0,0,2,1,1,1.2,0.0,11.0,0.0,0.0,2.4,1.2,1.2,85,74.5%,60.7%,3.4%,708,36.6%,31.5%,32.7%,68.5%,6.5%,3.1,37.2%,0.56,0.3%,0.0%,3.0%,54.8%,9.3%,0.0%,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.26239535,-123.0555417,,,0,True,True,0.024390243902439025
Royal City Manor,91JJ3,Fraser Health,PFP,77 Jamieson Court,New Westminster,V3L5P8,Community Care & Assisted Living Act,Accredited,2.48,0.31,2.79,2.65,0.31,2.96,165,125,21,0,6,2,0,1,10,0,0,1,2,0,0.0,0.6,6.1,0.0,0.0,0.6,1.2,0.0,85,58.1%,62.2%,4.1%,643,31.4%,23.1%,20.5%,73.3%,5.2%,2.6,49.2%,0.58,5.0%,14.0%,0.0%,35.3%,10.0%,0.0%,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.2153153,-122.8951618,,,0,True,True,0.696969696969697
Saanich Peninsula Hospital Residential Care,9A6B8,Vancouver Island Health,HA,2166 Mt Newton X Rd,Saanichton,V8M2B2,Hospital Act,Accredited,2.97,0.27,3.24,2.98,0.27,3.26,143,17,10,116,0,0,,,,,,,,,,,,,,,,,87,71.6%,69.3%,1.1%,751,15.1%,42.7%,34.1%,62.8%,0.9%,2.9,45.3%,0.60,19.0%,77.6%,33.8%,46.4%,12.5%,7.3%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.596018,-123.40711499999999,,,0,True,True,0.0
Selkirk Seniors Village,93570,Vancouver Island Health,PFP,385 Waterfront Crescent,Victoria,V8T5K7,Community Care & Assisted Living Act,Accredited,2.91,0.22,3.13,2.93,0.27,3.2,217,195,11,0,6,3,0,0,25,0,0,4,5,9,0.0,0.0,11.5,0.0,0.0,1.8,2.3,4.1,84,58.4%,61.1%,5.2%,851,14.2%,21.2%,25.7%,44.0%,12.3%,3.0,40.6%,0.56,0.1%,0.1%,0.0%,48.7%,32.9%,14.1%,12.0,11.0,1.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.441914,-123.37798,,,0,True,True,0.14746543778801843
Shorncliffe,9AHA5,Vancouver Coastal Health,HA,5847 Medusa Street,Sechelt,V0N3A0,Community Care & Assisted Living Act,Accredited,3.1,0.24,3.34,3.13,0.22,3.35,59,59,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,83,59.6%,52.8%,2.0%,782,15.1%,30.1%,42.9%,67.6%,3.7%,2.7,46.6%,0.53,0.0%,5.9%,2.7%,41.1%,36.9%,6.5%,2.0,10.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,49.474191,-123.765,,,0,True,True,0.0
Sidney Care Home,9BHDB,Vancouver Island Health,PFP,9888 Fifth St.,Sidney,V8L2X3,Community Care & Assisted Living Act,Unknown,2.94,0.15,3.09,2.99,0.14,3.13,54,44,5,0,0,0,0,0,4,1,0,3,0,0,0.0,0.0,7.4,1.9,0.0,5.6,0.0,0.0,87,79.0%,72.4%,2.5%,797,24.1%,26.8%,34.4%,58.5%,2.2%,1.3,86.6%,0.57,0.4%,0.0%,0.0%,51.8%,6.0%,1.1%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6512125,-123.4010229,,,0,False,True,0.0
Silver Kettle Village,93CIA,Interior Health,PFP,2350 72nd Avenue,Grand Forks,V0H1H4,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,3.0,0.35,3.35,42,42,0,0,0,0,0,1,2,0,0,0,0,0,0.0,2.4,4.8,0.0,0.0,0.0,0.0,0.0,81,67.2%,45.0%,8.3%,557,12.6%,15.5%,21.3%,63.8%,0.6%,3.4,29.3%,0.51,5.2%,58.6%,1.7%,48.3%,25.5%,1.6%,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0246317,-118.4649688,,,0,True,True,0.047619047619047616
Simon Fraser Lodge,9B65F,Northern Health,PFP,2410 Laurier Cres.,Prince George,V2M2B3,Hospital Act,Accredited,2.82,0.32,3.14,3.04,0.32,3.36,130,130,0,0,,,2,0,4,0,0,1,1,2,1.5,0.0,3.1,0.0,0.0,0.8,0.8,1.5,82,60.7%,43.5%,5.6%,"1,049",22.5%,18.1%,30.8%,65.4%,16.5%,2.9,44.0%,0.52,0.0%,1.6%,0.0%,50.0%,27.4%,8.9%,1.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,53.9153784,-122.7642509,,,0,True,True,0.0
Simon K.Y. Lee Seniors Care Home,926I0,Vancouver Coastal Health,PNP,555 Carrall Street,Vancouver,V6B2J8,Community Care & Assisted Living Act,Unknown,2.6,0.23,2.83,2.72,0.27,2.99,114,104,5,0,2,1,0,0,6,0,1,0,2,1,0.0,0.0,5.3,0.0,0.9,0.0,1.8,0.9,88,70.8%,72.9%,2.5%,"1,594",18.0%,36.7%,22.8%,67.2%,10.4%,3.1,37.0%,0.55,16.7%,0.2%,0.7%,33.0%,20.8%,6.5%,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.2814788,-123.1043333,,,0,True,True,0.03508771929824561
Slocan Community Health Centre - The Pavillion,98G52,Interior Health,HA,401 Galena Ave,New Denver,V0G1S0,Community Care & Assisted Living Act,Accredited,2.91,0.3,3.21,2.91,0.3,3.21,28,6,20,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,7.1,0.0,0.0,0.0,3.6,0.0,87,64.1%,62.7%,2.6%,510,15.7%,25.9%,10.2%,64.8%,2.8%,4.1,25.0%,0.55,31.5%,0.0%,10.2%,49.1%,15.7%,0.0%,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,49.9843977,-117.3754623,,,0,True,True,0.0
Sluggett House,9373A,Vancouver Island Health,PNP,1336 Marchant Rd.,Brentwood Bay,V8M1G5,Community Care & Assisted Living Act,Accredited,2.71,0.01,2.72,2.44,0.28,2.72,16,16,0,0,0,0,0,0,5,0,0,0,1,0,0.0,0.0,31.3,0.0,0.0,0.0,6.3,0.0,83,54.9%,60.6%,2.8%,519,6.2%,0.0%,7.7%,89.2%,1.5%,3.4,27.7%,0.46,0.0%,0.0%,0.0%,30.8%,9.9%,0.0%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.572695,-123.44301000000002,,,0,True,True,0.0
Spring Valley Seniors Community,990F2,Interior Health,PFP,355 Terai Court,Kelowna,V1X5X6,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,3.01,0.35,3.36,151,114,8,0,3,1,1,1,20,0,0,4,9,4,0.7,0.7,13.2,0.0,0.0,2.6,6.0,2.6,86,61.5%,62.7%,4.6%,675,24.2%,21.7%,22.1%,69.5%,10.9%,2.9,42.2%,0.56,0.3%,27.2%,10.4%,43.3%,23.4%,3.8%,3.0,9.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.8855029,-119.416278,,,0,True,True,0.006622516556291391
St. Jude's Anglican Home,999GE,Vancouver Coastal Health,PNP,810 West 27th Avenue,Vancouver,V5Z2G7,Community Care & Assisted Living Act,Not Accredited,2.64,0.47,3.11,2.82,0.37,3.19,55,45,5,0,0,0,1,0,3,0,0,0,0,1,1.8,0.0,5.5,0.0,0.0,0.0,0.0,1.8,85,83.1%,62.9%,2.4%,638,31.3%,45.5%,42.9%,71.0%,14.7%,2.8,47.8%,0.58,0.0%,84.4%,0.9%,47.8%,39.5%,10.8%,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,49.2468877,-123.1227326,,,0,True,True,0.03636363636363636
St. Michael's Centre,9A9FB,Fraser Health,PNP,7451 Sussex Avenue,Burnaby,V5J5C2,Hospital Act,Not Accredited,2.96,0.38,3.34,2.96,0.38,3.34,144,20,36,9,2,0,0,2,6,0,0,1,0,0,0.0,1.4,4.2,0.0,0.0,0.7,0.0,0.0,84,63.5%,53.8%,3.0%,603,16.9%,41.0%,23.5%,59.4%,7.7%,2.0,64.6%,0.63,0.8%,43.3%,18.5%,45.6%,17.1%,15.3%,7.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2157228,-123.0052424,,,0,True,True,0.0
St. Vincent's - Brock Fahrni Pavilion,9A587,Vancouver Coastal Health,PNP,4650 Oak St.,Vancouver,V6H4J4,Hospital Act,Accredited,2.92,0.27,3.19,2.92,0.29,3.21,148,12,8,30,0,0,0,0,5,0,0,0,0,1,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.7,83,32.8%,55.1%,8.9%,741,25.7%,34.5%,30.4%,53.2%,4.9%,2.0,68.7%,0.59,1.4%,0.2%,0.7%,36.9%,16.5%,2.7%,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.2432438,-123.12301099560094,,,0,True,False,0.0
St. Vincent's - Langara,9C05H,Vancouver Coastal Health,PNP,255 W 62nd Ave,Vancouver,V5X4V4,Hospital Act,Accredited,2.89,0.31,3.2,2.89,0.32,3.21,197,17,8,41,0,0,1,0,12,0,1,4,0,3,0.5,0.0,6.1,0.0,0.5,2.0,0.0,1.5,85,75.1%,56.0%,4.5%,"1,002",21.2%,40.5%,37.6%,55.7%,4.6%,2.2,62.0%,0.61,12.5%,4.3%,6.3%,31.8%,16.2%,3.9%,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.2147869,-123.11081877119535,,,0,True,True,0.0
Stanford Seniors Village,93590,Vancouver Island Health,PFP,250 Craig St,Parksville,V9P0A7,Community Care & Assisted Living Act,Accredited,2.81,0.3,3.11,2.87,0.33,3.2,182,172,5,0,18,8,1,2,25,0,2,12,4,4,0.5,1.1,13.7,0.0,1.1,6.6,2.2,2.2,84,55.8%,58.1%,6.6%,786,26.9%,21.7%,22.8%,51.3%,8.1%,3.0,40.2%,0.56,12.4%,11.3%,3.3%,51.5%,36.2%,4.9%,15.0,6.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.316749,-124.31121,,,0,True,True,0.11538461538461539
Stuart Lake Hospital,928GA,Northern Health,HA,600 Stuart Drive E,Fort St. James,V0J1P0,Hospital Act,Accredited,3.3,0.0,3.3,3.83,0.0,3.83,6,6,0,0,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,65.2%,73.9%,0.0%,,18.8%,0.0%,37.5%,25.0%,0.0%,3.1,25.0%,0.48,0.0%,0.0%,0.0%,12.5%,5.5%,0.0%,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.44140520000001,-124.242352,,,0,False,False,0.0
Stuart Nechako Manor,997BF,Northern Health,HA,3277 Hospital Road,Vanderhoof,V0J3A2,Community Care & Assisted Living Act,Accredited,3.2,0.35,3.55,3.1,0.38,3.48,53,45,4,0,1,1,0,1,5,0,0,6,3,0,0.0,1.9,9.4,0.0,0.0,11.3,5.7,0.0,79,57.1%,35.5%,14.7%,"1,848",26.9%,24.1%,38.6%,60.0%,13.8%,2.7,50.3%,0.57,0.7%,12.4%,2.1%,74.5%,35.9%,6.6%,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.028787,-124.00926,,,0,True,True,0.0
Summerland Seniors Village,92HB0,Interior Health,PFP,12803 Atkinson Road,Summerland,V0H1Z4,Community Care & Assisted Living Act,Accredited,2.8,0.35,3.15,2.85,0.35,3.2,112,105,0,0,3,5,3,1,17,0,1,2,3,0,2.7,0.9,15.2,0.0,0.9,1.8,2.7,0.0,87,69.4%,72.3%,1.3%,855,13.6%,29.3%,33.9%,88.6%,15.4%,2.9,38.6%,0.56,0.4%,56.1%,3.6%,51.8%,40.4%,4.0%,7.0,22.0,6.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.6000555,-119.6687918,,,0,True,True,0.33035714285714285
Sun Pointe Village,92450,Interior Health,PNP,700 Rutland Road N,Kelowna,V1X7W8,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,2.96,0.35,3.31,100,100,0,0,0,0,2,3,8,1,0,3,5,0,2.0,3.0,8.0,1.0,0.0,3.0,5.0,0.0,84,69.1%,56.2%,6.0%,984,35.9%,30.4%,45.2%,84.7%,10.4%,2.3,52.1%,0.57,0.0%,46.8%,2.2%,61.4%,25.7%,2.4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8958819,-119.3870785,,,0,True,True,0.0
