,HCC_CODE,FACILITY_NAME,HLTH_AUTH,OWNERSHIP,STREET_ADDRESS,CITY,POSTAL,PHONE,OPERATOR_NAME,OPEN_DATE,COUNCIL,MEETINGS_HELD,PARKING_COSTS,REGULATION,ACCRED_STATUS,ACCRED_EXPIRY,COMPLAINT_CONTACT,COMPLAINT_PHONE,SPENDING_ACCOUNT,FOOD_SERVICE,FOOD_PREP,FOOD_COST_LASTYR,FOOD_COST_CURRENTYR,LANGUAGES,DCH_NURSE_LASTYR,DCH_ALLIED_LASTYR,DCH_TOTAL_LASTYR,DCH_NURSE_CURRENTYR,DCH_ALLIED_CURRENTYR,DCH_TOTAL_CURRENTYR,FEES_CABLE,FEES_TELE,FEES_INTERNET,FEES_OTHER,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,ADVERSE_EVENT,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,WEBPAGE,SURVEY_URL,MISSING_SURVEY,CONTRACTED_NURSING,CONTRACTED_CARE_AIDES,CONTRACTED_HOUSEKEEPING,CONTRACTED_PLANT,PER_DIEM_LASTYR,PER_DIEM_CURRENTYR,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,address,location,point,geo_lat,geo_lon
242,93580,Sunridge Place Seniors Community,Vancouver Island Health,PFP,361 Bundock Ave,Duncan,V9L3P1,(250) 748-8048,Park Place Seniors Living Inc.,2008,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Not Accredited,not applicable,Louise Johnson,(250) 748-8048 ext. 1113,Yes,Outside Contractor,Yes,$6.68,$6.98,"English, Urdu, Hindi, German, Tagalog",2.86,0.22,3.08,3.02,0.23,3.25,No,No,No,"Clothing labeling, recreation fee, identification bracelet, dental hygiene, wall mount of TV",0,160,160,160,0,0,19,9,1,0,28,0,0,0,5,7,0.6,0.0,17.5,0.0,0.0,0.0,3.1,4.4,not applicable,82,60.5%,47.2%,9.1%,"1,228",16.0%,20.6%,25.9%,70.9%,9.1%,2.6,49.5%,0.55,1.4%,0.3%,6.4%,61.4%,26.2%,2.2%,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/vancouver-island/sunridge-place/,https://surveybcseniors.org/carehomeresults/sunridge-place-the-arbours-island/,,No,Yes,Yes,No,$211.46,$219.43,5.0,10.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,sunridge place seniors community,,,,,,,,,,,,,,,48.7787315,-123.696975,"361 Bundock Ave, Duncan, British Columbia, Canada","Bundock Avenue, Duncan, Cowichan Valley Regional District, British Columbia, V9L 3R6, Canada","(48.7787315, -123.696975, 0.0)",48.7787315,-123.696975
244,98F21,Swan Valley Lodge,Interior Health,HA,818 Vancouver St,Creston,V0B1G4,(250) 428-2283,Interior Health,1995,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act & Community Care & Assisted Living Act,Accredited,September 2019,Manager / Resident Care Coordinator,(250) 428-3623 / (250) 428-3647,Yes,Operator,Yes,$7.92,$7.96,"English, German, Polish, Ukrainian, Russian, French, Mandarin, Italian",2.94,0.34,3.28,2.98,0.43,3.41,No,No,No,,0,90,90,90,0,0,0,0,0,0,4,0,2,4,1,0,0.0,0.0,4.4,0.0,2.2,4.4,1.1,0.0,not applicable,84,63.2%,49.0%,4.7%,777,18.3%,32.2%,25.7%,71.6%,10.7%,2.9,43.2%,0.56,16.9%,1.5%,0.0%,52.7%,23.6%,7.6%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Swan%20Valley%20Lodge,https://surveybcseniors.org/carehomeresults/swan-valley-lodge-iha/,,No,No,No,No,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swan valley lodge,1583.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V0B1G4,creston,bc,,Creston,,59.0,49.0978772,-116.5163929,"818 Vancouver St, Creston, British Columbia, Canada","818, Vancouver Street, Creston, Regional District of Central Kootenay, British Columbia, V1B 1G0, Canada","(49.0978772, -116.5163929, 0.0)",49.0978772,-116.5163929
246,9C0DE,Talarico Place - Castlegar District Community Health Centre,Interior Health,HA,709 10th Street,Castlegar,V1N2H7,(250) 365-7221,Interior Health,1991,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Resident Care Coordinator / Manager,(250) 304-1278 / (250)304-1218,Yes,Operator,Yes,$7.11,$7.68,"English, French, Russian, Portuguese, German, Spanish",2.79,0.38,3.17,2.85,0.51,3.36,No,No,No,,0,60,60,38,11,0,1,0,1,2,5,1,0,0,0,0,1.7,3.3,8.3,1.7,0.0,0.0,0.0,0.0,not applicable,88,71.7%,72.4%,1.6%,721,24.4%,44.9%,32.7%,57.1%,8.8%,2.4,48.3%,0.60,21.5%,0.0%,1.0%,44.9%,6.6%,0.0%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Talarico%20Place,https://surveybcseniors.org/carehomeresults/talarico-place-castlegar-dist-community-health-centre-iha/,,No,No,No,No,,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,talarico place - castlegar district community health centre,,,,,,,,,,,,,,,49.3144174,-117.6608054,"709 10th Street, Castlegar, British Columbia, Canada","10th Street, Castlegar, Regional District of Central Kootenay, British Columbia, V1N 1H4, Canada","(49.3144174, -117.6608054, 0.0)",49.3144174,-117.6608054
248,9A599,The Cascades Care Community,Fraser Health,PFP,45586 Mcintosh Drive,Chilliwack,V2P7W8,(604) 795-2500,Sienna Senior Living,2006,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,"Cheryl Dawes, Manager / General Manager",(604) 795-7297 / (604) 795-2500,No,Operator,Yes,$7.47,$9.59,"English, Dutch",2.55,0.32,2.87,2.85,0.34,3.19,No,No,No,,13,106,119,101,9,0,0,0,0,0,16,0,1,0,2,1,0.0,0.0,13.4,0.0,0.8,0.0,1.7,0.8,not applicable,88,66.0%,72.3%,3.4%,710,14.8%,27.7%,29.6%,66.6%,13.8%,2.2,64.2%,0.60,0.2%,1.9%,0.0%,59.4%,20.0%,7.1%,https://www.siennaliving.ca/long-term-care/british-columbia/the-cascades-care-community,https://surveybcseniors.org/carehomeresults/cascade-lodge-fha/,,No,No,No,No,$231.42,$247.42,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,the cascades care community,,,,,,,,,,,,,,,49.1608031,-121.9656901,"45586 Mcintosh Drive, Chilliwack, British Columbia, Canada","McIntosh Drive, Chilliwack, British Columbia, V2P 6Z3, Canada","(49.1608031, -121.9656901, 0.0)",49.1608031,-121.9656901
254,935IA,The Madison Care Centre,Fraser Health,PFP,1399 Foster Avenue,Coquitlam,V3J2N1,(604) 936-9231,The Care Group,2008,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Not Accredited,not applicable,Administrator / Director of Care,(604) 936-9231x5,Yes,Outside Contractor,Yes,$7.19,$7.75,"Tagalog, Romanian, Spanish, Russian, English, Punjabi, Mandarin, Cantonese",2.64,0.16,2.8,2.83,0.2,3.03,No,No,No,"Clothing labelling fee, hairdresser, pharmacy",41,96,137,128,9,0,6,1,0,1,5,0,0,0,1,0,0.0,0.7,3.6,0.0,0.0,0.0,0.7,0.0,not applicable,89,87.0%,79.7%,0.0%,"1,069",25.5%,36.1%,34.3%,68.1%,7.5%,2.5,51.7%,0.55,9.9%,6.0%,0.5%,47.8%,16.5%,24.6%,http://tcgcare.com/themadisoncarecentre,https://surveybcseniors.org/carehomeresults/madison-care-centre-fha/,,No,Yes,,,$208.56,$221.12,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the madison care centre,,,,,,,,,,,,,,,49.2568192,-122.8931522,"1399 Foster Avenue, Coquitlam, British Columbia, Canada","Foster Avenue, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 0A0, Canada","(49.2568192, -122.8931522, 0.0)",49.2568192,-122.8931522
255,9C3GE,The Mayfair,Fraser Health,PNP,33433 Marshall Road,Abbotsford,V2S1K8,(604) 855-7217,The Care Group,2015,Resident & Family Council (combined),Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Not Accredited,not applicable,Director of Care/Manager,(604) 855-7217 x 102,Yes,Operator,Yes,$9.80,$7.86,"English, Tagalog, German, Punjabi",2.49,0.3,2.79,3.0,0.36,3.36,No,No,Yes,"Foot care, hairdresser, bus trips",30,61,91,80,2,0,1,1,2,0,8,0,0,1,5,2,2.2,0.0,8.8,0.0,0.0,1.1,5.5,2.2,not applicable,84,68.2%,58.5%,7.4%,838,45.2%,34.3%,32.3%,66.5%,12.9%,2.3,59.7%,0.56,5.6%,5.2%,0.0%,59.7%,19.7%,13.5%,http://tcgcare.com/themayfairseniorlivingandcare,https://surveybcseniors.org/carehomeresults/the-mayfair-fha/,,RN - No; LPN - Yes,Yes,Yes,Yes,$225.41,$232.79,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,the mayfair,,,,,,,,,,,,,,,49.03936815,-122.29768336109245,"33433 Marshall Road, Abbotsford, British Columbia, Canada","The Mayfair senior living + care, 33433, Marshall Road, Mill Lake, Abbotsford, British Columbia, V2S 1K8, Canada","(49.03936815, -122.29768336109245, 0.0)",49.03936815,-122.29768336109245
256,9C373,The Pines,Northern Health,HA,800 Centre St.,Burns Lake,V0J1E0,(250) 692-2490,Northern Health,1992,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,June 2022,Residential Care Team Lead,(250) 692-2494,Yes,Operator,No,$11.17,$11.27,"English, French, Carrier, Low German, Mandarin",3.06,0.47,3.53,3.01,0.43,3.44,No,No,No,,0,36,36,26,5,0,,,1,0,1,0,0,0,0,0,2.8,0.0,2.8,0.0,0.0,0.0,0.0,0.0,not applicable,87,71.2%,64.4%,2.3%,34,8.1%,19.9%,35.3%,62.5%,12.5%,3.0,44.9%,0.53,0.0%,5.9%,22.8%,41.2%,36.0%,7.8%,https://www.northernhealth.ca/locations/long-term-care/pines,https://surveybcseniors.org/carehomeresults/the-pines-nha/,,No,No,No,No,,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,the pines,,,,,,,,,,,,,,,54.2365817,-125.7600106,"800 Centre St., Burns Lake, British Columbia, Canada","Centre Street, Burns Lake, Regional District of Bulkley-Nechako, British Columbia, V0J 1E0, Canada","(54.2365817, -125.7600106, 0.0)",54.2365817,-125.7600106
257,921JD,The Priory - Heritage Woods,Vancouver Island Health,HA,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,Vancouver Island Health,1999,Resident & Family Council (combined),Regular Schedule,Yes (fee charged),Hospital Act,Accredited,April 2022,Manager,(250) 370-5790,Yes,Outside Contractor,Yes,$8.33,$8.46,"English, Mandarin, Punjabi, Portuguese, Filipino, French",3.07,0.22,3.29,3.07,0.22,3.29,No,No,No,"Drugs not otherwise covered, specialty services, some transportation",0,75,75,75,0,0,1,0,,,,,,,,,,,,,,,,,1,85,78.0%,54.7%,2.4%,925,49.5%,13.0%,31.7%,83.3%,6.1%,2.8,51.9%,0.55,0.0%,84.3%,15.7%,68.6%,38.4%,1.1%,https://www.islandhealth.ca/our-locations/long-term-care-locations/priory-hiscock-and-heritage-woods-long-term-care,https://surveybcseniors.org/carehomeresults/the-priory-heritage-woods-island/,,No,No,Yes,No,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the priory - heritage woods,,,,,,,,,,,,,,,48.44513565,-123.48827996082501,"567 Goldstream Ave., Langford, British Columbia, Canada","The Priory, 567, Goldstream Avenue, Colwood, Capital Regional District, British Columbia, V9B 3A4, Canada","(48.44513565, -123.48827996082501, 0.0)",48.44513565,-123.48827996082501
258,9A604,The Priory - Hiscock,Vancouver Island Health,HA,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,Vancouver Island Health,1979,Resident & Family Council (combined),Regular Schedule,Yes (fee charged),Hospital Act,Accredited,April 2022,Manager,(250) 370-5790,Yes,Outside Contractor,Yes,$8.33,$8.46,"English, Mandarin, Punjabi, Portuguese, Filipino, French",3.07,0.22,3.29,3.07,0.22,3.29,No,No,No,"Drugs not otherwise covered, specialty services, some transportation",0,75,75,7,6,14,1,0,,,,,,,,,,,,,,,,,1,83,76.8%,52.5%,6.1%,428,24.0%,45.2%,42.3%,58.7%,9.0%,3.1,40.4%,0.61,0.0%,73.4%,73.4%,41.7%,14.9%,1.4%,https://www.islandhealth.ca/our-locations/long-term-care-locations/priory-hiscock-and-heritage-woods-long-term-care,https://surveybcseniors.org/carehomeresults/the-priory-heritage-woods-island/,,No,No,Yes,No,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the priory - hiscock,,,,,,,,,,,,,,,48.44513565,-123.48827996082501,"567 Goldstream Ave., Langford, British Columbia, Canada","The Priory, 567, Goldstream Avenue, Colwood, Capital Regional District, British Columbia, V9B 3A4, Canada","(48.44513565, -123.48827996082501, 0.0)",48.44513565,-123.48827996082501
262,9A6DD,The Views - St. Joseph's General Hospital,Vancouver Island Health,PNP,2137 Comox Avenue,Comox,V9M1P2,(250) 331-8650,Providence Health Care Society,1982,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,2022,Executive Director,(250) 331-8650 x68701,No,Operator,Yes,$8.14,$7.11,"English, French, Tagalog, Spanish",2.76,0.35,3.11,2.8,0.37,3.17,No,No,No,,0,145,145,23,21,13,2,0,,,,,,,,,,,,,,,,,0,85,75.1%,59.0%,4.2%,624,24.0%,26.2%,18.3%,71.7%,6.1%,3.4,33.7%,0.61,6.8%,27.9%,8.6%,60.3%,26.9%,12.3%,https://cvviews.com/,https://surveybcseniors.org/carehomeresults/the-views-st-josephs-general-hospital-island/,,No,No,No,No,$220.98,$226.73,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,the views - st. joseph's general hospital,,,,,,,,,,,,,,,49.67354215,-124.9422815862309,"2137 Comox Avenue, Comox, British Columbia, Canada","The Views at St. Joseph's, 2137, Comox Avenue, Lazo, Comox, Comox Valley Regional District, British Columbia, V9M 3Z0, Canada","(49.67354215, -124.9422815862309, 0.0)",49.67354215,-124.9422815862309
265,9A563,Totem Lodge - Sechelt Hospital,Vancouver Coastal Health,HA,5544 Sunshine Coast Highway,Sechelt,V0N3A0,(604) 885-8602,Vancouver Coastal Health,1988,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,September 2020,Resident Care Coordinator / Manager,(604) 885-8602,No,Outside Contractor,Yes,$7.94,$8.10,"French, Tagalog",2.92,0.22,3.14,2.93,0.21,3.14,No,Yes,Yes,Personal Care fee for personal items,0,49,49,3,3,10,0,0,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,not applicable,85,67.8%,57.6%,7.3%,683,22.6%,33.9%,31.0%,60.1%,6.0%,2.0,67.3%,0.59,4.8%,0.0%,0.0%,49.4%,16.0%,14.8%,http://www.vch.ca/locations-services/result?res_id=24,https://surveybcseniors.org/carehomeresults/st-marys-hosp-totem-lodge-ecu-vcha/,,No,No,Yes,No,,,1.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,totem lodge - sechelt hospital,,,,,,,,,,,,,,,49.508280926640886,-123.89803176719371,"5544 Sunshine Coast Highway, Sechelt, British Columbia, Canada","5544, Sunshine Coast Highway, Sechelt, Sunshine Coast Regional District, British Columbia, V0N 1Y1, Canada","(49.508280926640886, -123.89803176719371, 0.0)",49.508280926640886,-123.89803176719371
267,9AGF1,Trinity Care Centre,Interior Health,HA,75 Green Ave West,Penticton,V2A7N6,(250) 493-6601,Interior Health,1983,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Manager / Director of Care,(250) 493-6601,Yes,Operator & Outside Contractor,Yes,$7.72,$8.11,"English, French, Punjabi, Spanish",2.83,0.36,3.19,2.83,0.36,3.19,No,No,Yes,,0,75,75,75,0,0,0,0,2,0,2,0,0,1,0,0,2.7,0.0,2.7,0.0,0.0,1.3,0.0,0.0,not applicable,83,64.5%,49.9%,6.1%,741,11.9%,48.1%,19.5%,54.9%,2.4%,2.8,43.3%,0.56,12.3%,0.0%,0.3%,37.9%,27.1%,6.3%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Trinity%20Care%20Centre,https://surveybcseniors.org/carehomeresults/trinity-care-centre-iha/,,No,No,No,No,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,trinity care centre,1670.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V2A7N6,penticton,bc,,Penticton,,59.0,49.4631452,-119.5894601,"75 Green Ave West, Penticton, British Columbia, Canada","Green Avenue West, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 6G3, Canada","(49.4631452, -119.5894601, 0.0)",49.4631452,-119.5894601
268,9C2FI,Tsawaayuus - Rainbow Gardens,Vancouver Island Health,PNP,6151 Russell Place,Port Alberni,V9Y7W3,(250) 724-5655,West Coast Native Health Care Society,1982,Resident Council,Regular Schedule,Yes (no fee),Hospital Act,Unknown,not available,Site Manager,(250) 724-5655,Yes,Outside Contractor,Yes,$7.69,$8.38,English,2.55,0.34,2.89,2.58,0.37,2.95,No,No,No,,0,30,30,31,0,0,0,0,,,,,,,,,,,,,,,,,1,80,53.6%,42.0%,12.3%,802,18.8%,26.6%,15.6%,42.2%,3.9%,2.9,30.5%,0.53,0.0%,0.0%,0.0%,49.2%,22.1%,0.0%,https://rainbowgardens.ca/,https://surveybcseniors.org/carehomeresults/tsawaayuus-rainbow-gardens-island/,,Yes,Yes,Yes,Yes,$229.28,$235.33,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,tsawaayuus - rainbow gardens,,,,,,,,,,,,,,,49.2690022,-124.8462038,"6151 Russell Place, Port Alberni, British Columbia, Canada","Russell Place, Alberni, Port Alberni, Alberni-Clayoquot Regional District, British Columbia, V9Y 6Z5, Canada","(49.2690022, -124.8462038, 0.0)",49.2690022,-124.8462038
271,916HD,Veterans Memorial Lodge,Vancouver Island Health,PNP,4579 Chatterton Way,Saanich,V8X4Y7,(250) 658-0311,Broadmead Care Society,1995,Family Council,Regular Schedule,Yes (no fee),Hospital Act,Accredited,November 2020,Director,(250) 658-0311,Yes,Operator,Yes,$8.45,$8.94,"English, Arabic, Mandarin, Cantonese, Croatian, Czech, Punjabi, Hindi, Tagalog, Japanese, Korean, French, Portuguese, Polish, Spanish, Ukrainian, Somali",2.98,0.24,3.22,2.99,0.34,3.33,No,No,No,Foot care; Hairdressing; Enhanced wheelchair and walker cleaning Program enhancement; One-time clothing labeling fee; Dentist and Dental Hygiene Services on a fee-for-service basis.,0,225,225,201,12,0,1,0,,,,,,,,,,,,,,,,,7,89,39.3%,73.3%,2.2%,706,19.6%,26.7%,38.3%,71.8%,7.8%,2.7,47.7%,0.59,2.8%,0.1%,1.4%,35.8%,17.3%,2.2%,https://www.broadmeadcare.com/care-programs/veterans-memorial-lodge,https://surveybcseniors.org/carehomeresults/veterans-memorial-lodge-at-broadmead-island/,,No,No,No,No,$214.50,$223.17,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,veterans memorial lodge,1725.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8X4Y7,victoria,bc,,Victoria,,59.0,48.4968,-123.3785,"4579 Chatterton Way, Saanich, British Columbia, Canada","4579, Chatterton Way, Broadmead, Saanich, Capital Regional District, British Columbia, V8X 3T3, Canada","(48.4968, -123.3785, 0.0)",48.4968,-123.3785
276,9911G,Village at Mill Creek,Interior Health,PNP,1450 Sutherland Avenue,Kelowna,V1Y5Y5,(250) 860-2216,Baptist Housing,1979,"Resident Council, Family Council",Regular Schedule,,Hospital Act,Unknown,not available,,,,Outside Contractor,Yes,$7.14,$7.14,,2.8,0.35,3.15,2.98,0.35,3.33,No,No,No,,14,82,96,96,0,0,0,0,0,0,4,0,0,3,3,2,0.0,0.0,4.2,0.0,0.0,3.1,3.1,2.1,not applicable,86,62.9%,66.1%,4.2%,"1,153",25.2%,28.5%,23.5%,83.4%,15.5%,2.5,55.1%,0.53,3.0%,41.6%,14.1%,37.1%,22.0%,0.0%,https://www.baptisthousing.org/communities/village-mill-creek-kelowna,https://surveybcseniors.org/carehomeresults/village-at-mill-creek-iha/,,No,No,Yes,No,$206.40,$215.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,village at mill creek,,,,,,,,,,,,,,,49.8803526,-119.4681306,"1450 Sutherland Avenue, Kelowna, British Columbia, Canada","1450, Sutherland Avenue, North Kelowna, Kelowna, Regional District of Central Okanagan, British Columbia, V1Y 2S3, Canada","(49.8803526, -119.4681306, 0.0)",49.8803526,-119.4681306
277,9C1H6,Village at Smith Creek,Interior Health,PNP,2425 Orlin Road,West Kelowna,V4T3C7,(250) 768-0488,Baptist Housing,1992,Resident & Family Council (combined),Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Administrator,(250) 768-0488 ext. 5,Yes,Outside Contractor,Yes,$7.14,$7.14,"English, French, Spanish, German",2.8,0.35,3.15,2.98,0.35,3.33,No,No,No,,1,138,139,130,8,0,0,0,4,2,21,2,0,8,11,0,2.9,1.4,15.1,1.4,0.0,5.8,7.9,0.0,not applicable,86,62.8%,61.9%,3.5%,937,31.7%,30.2%,29.2%,69.8%,6.0%,2.8,40.8%,0.56,3.8%,29.0%,0.0%,58.1%,24.8%,3.0%,https://www.baptisthousing.org/communities/village-smith-creek-west-kelowna,https://surveybcseniors.org/carehomeresults/village-at-smith-creek-iha/,,No,No,Yes,No,$206.32,$216.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,village at smith creek,,,,,,,,,,,,,,,49.8433445,-119.6279642,"2425 Orlin Road, West Kelowna, British Columbia, Canada","Orlin Road, Westbank, West Kelowna, Regional District of Central Okanagan, British Columbia, V4T 3E1, Canada","(49.8433445, -119.6279642, 0.0)",49.8433445,-119.6279642
278,92CBA,Village by the Station,Interior Health,PNP,270 Hastings Avenue,Penticton,V2A2V6,(250) 490-4949,The Good Samaritan Society,2003,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,October 2019,Site Administrator,(250) 490-4352,Yes,Operator,Yes,$7.52,$9.40,"English, French, Tagalog, Afrikaans, Spanish, Italian",2.8,0.35,3.15,2.8,0.35,3.15,No,No,No,,0,100,100,133,4,0,1,0,2,4,14,0,1,0,3,1,2.0,4.0,14.0,0.0,1.0,0.0,3.0,1.0,not applicable,84,70.7%,50.2%,2.9%,646,18.2%,19.7%,26.5%,72.2%,8.3%,2.6,53.5%,0.55,14.9%,10.6%,0.8%,34.3%,35.6%,8.2%,https://gss.org/locations/village-by-the-station/,https://surveybcseniors.org/carehomeresults/village-by-the-station-iha/,,No,No,No,No,$206.74,$209.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,village by the station,,,,,,,,,,,,,,,49.4851093,-119.5957646,"270 Hastings Avenue, Penticton, British Columbia, Canada","Hastings Avenue, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 6A2, Canada","(49.4851093, -119.5957646, 0.0)",49.4851093,-119.5957646
281,9B9IG,West Vancouver Care Centre,Vancouver Coastal Health,PFP,1675 27th Street,West Vancouver,V7V4K9,(604) 925-1247,Optima Living Communities,1987,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Unknown,not available,Director of Care,(604) 925-1247,Yes,Outside Contractor,Yes,$6.41,$6.64,"English, Romanian, Polish, Tagalog, Spanish, Portuguese, Punjabi, Hindi",2.37,0.13,2.5,2.65,0.09,2.74,No,No,Yes,,3,75,78,23,16,7,0,0,0,0,7,0,0,1,0,0,0.0,0.0,9.0,0.0,0.0,1.3,0.0,0.0,not applicable,87,75.4%,70.4%,1.8%,987,26.1%,30.7%,21.8%,60.4%,2.5%,2.6,52.5%,0.58,34.6%,3.9%,3.2%,52.9%,27.7%,3.2%,https://optimaliving.ca/optima-communities/west-vancouver-care-centre,https://surveybcseniors.org/carehomeresults/west-vancouver-care-centre-vcha/,,No,Yes,Yes,No,$211.65,$215.21,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,west vancouver care centre,1770.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V7V4K9,west vancouver,bc,,West Vancouver,,59.0,49.3404055,-123.1887782,"1675 27th Street, West Vancouver, British Columbia, Canada","27th Street, Dundarave, West Vancouver, Metro Vancouver Regional District, British Columbia, V7V 1L1, Canada","(49.3404055, -123.1887782, 0.0)",49.3404055,-123.1887782
