facility_name,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,location,point,latitude,longitude,residents_council,family_council,accreditation,home_type,years_operating,LONGITUDE,LATITUDE
george derby centre,0.0,9BC9J,Fraser Health,7550 Cumberland St,Burnaby,V3N3X5,(604) 521-2676,1989,"Resident Council, Family Council",Accredited,0.0,300.0,300.0,284.0,8.0,0.0,5,2,0,3,35,0,0,4,4,2,0,1,11.7,0,0,1.3,1.3,0.7,87,0.328,0.659,0.014,699,0.192,0.288,0.221,0.605,0.181,2.2,0.609,0.56,0.009,0.093,0.006,0.404,0.261,0.059,9.0,34.0,4.0,9.0,3.0,2.0,10.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,no,"George Derby Long Term Care Centre, 7550, Cumberland Street, Victory Heights, Glenbrook, Burnaby, Metro Vancouver Regional District, British Columbia, V3N 3X5, Canada","(49.23308845, -122.91695021410615, 0.0)",49.23308845,-122.91695021410617,yes,yes,yes,non-profit,31.0,-122.9153375,49.235363
george pearson centre,0.0,9A5BF,Vancouver Coastal Health,700 West 57th Ave.,Vancouver,V6P1S1,(604) 321-3231,1952,Resident Council,Accredited,0.0,114.0,114.0,54.0,13.0,7.0,1,1,0,0,3,3,1,3,9,0,0,0,2.6,2.6,0.9,2.6,7.9,0,59,0.244,0.029,0.675,2042,0.154,0.646,0.313,0.039,0.025,3.1,0.294,0.89,0.545,0.561,0.324,0.474,0.247,0.186,3.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,no,"George Pearson Centre, 700, West 57th Avenue, Oakridge, Vancouver, Metro Vancouver Regional District, British Columbia, V6P 1R0, Canada","(49.21874765, -123.12106360978368, 0.0)",49.21874765,-123.12106360978369,yes,no,yes,health_authority,68.0,-123.12045459999999,49.219066999999995
german canadian care home,0.0,999D6,Vancouver Coastal Health,2010 Harrison Drive,Vancouver,V5P2P6,(604) 713-6500,1979,"Resident Council, Family Council",Accredited,0.0,132.0,132.0,76.0,29.0,0.0,0,0,0,0,14,0,1,5,1,0,0,0,10.6,0,0.8,3.8,0.8,0,83,0.476,0.525,0.054,688,0.142,0.364,0.373,0.523,0.072,2.5,0.424,0.52,0.375,0.765,0.423,0.401,0.405,0.1,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Harrison Drive, Victoria-Fraserview, Vancouver, Metro Vancouver Regional District, British Columbia, V5P, Canada","(49.2106226, -123.066815, 0.0)",49.2106226,-123.06681499999999,yes,yes,yes,non-profit,41.0,-123.0651145,49.2098793
german canadian care home,0.0,999D6,Vancouver Coastal Health,2010 Harrison Drive,Vancouver,V5P2P6,(604) 713-6500,1979,"Resident Council, Family Council",Accredited,0.0,132.0,132.0,76.0,29.0,0.0,0,0,0,0,14,0,1,5,1,0,0,0,10.6,0,0.8,3.8,0.8,0,83,0.476,0.525,0.054,688,0.142,0.364,0.373,0.523,0.072,2.5,0.424,0.52,0.375,0.765,0.423,0.401,0.405,0.1,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Harrison Drive, Victoria-Fraserview, Vancouver, Metro Vancouver Regional District, British Columbia, V5P, Canada","(49.2106226, -123.066815, 0.0)",49.2106226,-123.06681499999999,yes,yes,yes,non-profit,41.0,-123.06074540000002,49.20822879999999
gillis house,0.0,9AAGI,Interior Health,1699 Tutill Court,Merritt,V1K1C6,(250) 378-3271,1981,"Resident Council, Family Council",Accredited,0.0,74.0,74.0,52.0,7.0,2.0,2,1,0,3,11,0,0,1,0,0,0,4.1,14.9,0,0,1.4,0,0,83,0.594,0.465,0.047,484,0.159,0.336,0.29,0.512,0.057,2.1,0.608,0.6,0.014,0,0.007,0.495,0.344,0.057,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no,,,,,yes,yes,yes,health_authority,39.0,-120.7861348,50.107526299999996
glacier view lodge,0.0,99605,Vancouver Island Health,2450 Back Road,Courtenay,V9N8B5,(250) 338-1451,1982,"Resident Council, Family Council",Accredited,0.0,102.0,102.0,102.0,0.0,0.0,2,1,1,1,17,0,0,1,3,2,1,1,16.7,0,0,1,2.9,2,81,0.569,0.417,0.078,969,0.29,0.201,0.28,0.735,0.118,2.8,0.415,0.58,0.251,0.15,0.064,0.604,0.342,0.072,4.0,8.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,no,"Glacier View Lodge, 2450, Back Road, Aberdeen Heights, Courtenay, Comox Valley Regional District, British Columbia, V9N 3P8, Canada","(49.690372800000006, -124.96410789812705, 0.0)",49.69037280000001,-124.96410789812704,yes,yes,yes,non-profit,38.0,-124.96410789812704,49.69037280000001
glengarry hospital,0.0,9A60F,Vancouver Island Health,1780 Fairfield Rd.,Victoria,V8S1G7,(250) 370-8699,1965,Family Council,Accredited,0.0,135.0,135.0,10.0,18.0,34.0,1,0,,,,,,,,,,,,,,,,,82,0.719,0.463,0.091,1029,0.201,0.367,0.315,0.597,0.101,2.6,0.489,0.59,0.004,0.627,0.614,0.436,0.214,0.088,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Glengarry Hospital, 1780, Fairfield Road, Gonzales, Victoria, Capital Regional District, British Columbia, V8S 1G3, Canada","(48.41570085, -123.3325628657989, 0.0)",48.41570085,-123.3325628657989,no,yes,yes,health_authority,55.0,-123.3325628657989,48.41570085
glenmore lodge,0.0,93GE4,Interior Health,325 Drysdale Blvd.,Kelowna,V1V1P5,(236) 420-1717,2017,,Unknown,18.0,100.0,118.0,0.0,0.0,0.0,1,0,0,2,18,0,0,6,2,2,0,1.7,15.3,0,0,5.1,1.7,1.7,85,0.607,0.595,0.049,490,0.092,0.109,0.156,0.448,0.053,2.9,0.424,0.55,0,0.002,0.369,0.367,0.189,0.037,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Drysdale Boulevard, Glenmore, Kelowna, Regional District of Central Okanagan, British Columbia, V1V 2E5, Canada","(49.9150684, -119.4427414, 0.0)",49.9150684,-119.44274140000002,no,no,unknown,for-profit,3.0,-119.4400778,49.9163179
glenwarren lodge,0.0,9B7A0,Vancouver Island Health,1230 Balmoral Rd,Victoria,V8T1B3,(250) 383-2323,1967,"Resident Council, Family Council",Accredited,0.0,104.0,104.0,46.0,20.0,11.0,1,0,,,,,,,,,,,,,,,,,86,0.859,0.628,0.029,514,0.253,0.311,0.393,0.704,0.087,3.1,0.347,0.6,0.01,0.108,0,0.542,0.197,0.042,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"1230, Balmoral Road, Fernwood, Victoria, Capital Regional District, British Columbia, V8R 1L6, Canada","(48.4283883, -123.3486649, 0.0)",48.428388299999995,-123.3486649,yes,yes,yes,for-profit,53.0,-123.3486649,48.428388299999995
glenwood seniors community,0.0,923FA,Fraser Health,1458 Glenwood Dr,Agassiz,V0M1A3,(604) 796-9202,1910,"Resident Council, Family Council",Unknown,8.0,36.0,44.0,37.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,0,2.3,2.3,0,0,0,0,2.3,89,0.648,0.73,0.005,638,0.25,0.129,0.226,0.806,0.218,2.8,0.508,0.58,0.048,0.815,0,0.387,0.073,0,4.0,10.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,no,"Glenwood Drive, Agassiz, British Columbia, V0M 1A2, Canada","(49.2303199, -121.7584673, 0.0)",49.2303199,-121.75846729999999,yes,yes,unknown,for-profit,110.0,-121.7681608,49.2335015
gorge road hospital,0.0,93000,Vancouver Island Health,63 Gorge Road East,Victoria,V9A1L2,Arbutus View: (250) 519-3510 / Water View: (250) 519-3514,1953,"Resident Council, Family Council",Accredited,0.0,111.0,111.0,11.0,4.0,27.0,5,0,,,,,,,,,,,,,,,,,83,0.564,0.513,0.081,332,0.256,0.29,0.263,0.535,0.083,3.4,0.362,0.58,0.012,0.677,0.507,0.442,0.251,0.077,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"Gorge Road Hospital, 63, Gorge Road East, Burnside, Victoria, Capital Regional District, British Columbia, V8T 5K3, Canada","(48.44178385, -123.38810164430217, 0.0)",48.44178385,-123.38810164430215,yes,yes,yes,health_authority,67.0,-123.38810164430215,48.44178385
greenwoods,0.0,99DD4,Vancouver Island Health,133 Blain Road,Salt Spring Island,V8K1Z9,(250) 537-5561,1979,"Family Council, Advisory Council",Accredited,0.0,51.0,51.0,51.0,0.0,0.0,14,9,0,4,8,0,0,3,1,0,0,7.8,15.7,0,0,5.9,2,0,88,0.65,0.747,0,862,0.097,0.389,0.362,0.859,0.086,1.6,0.708,0.56,0.005,0,0,0.411,0.331,0.195,18.0,11.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,,"(49.4826229, -119.5763397, 0.0)",49.4826229,-119.5763397,no,yes,yes,non-profit,41.0,-123.5099952,48.8619107
guildford seniors village,0.0,926CA,Fraser Health,14568 104a Ave.,Surrey,V3R1R3,(604) 582-0808,2001,"Resident Council, Family Council",Accredited,38.0,63.0,101.0,98.0,0.0,0.0,0,0,0,0,14,0,0,1,2,0,0,0,13.9,0,0,1,2,0,83,0.449,0.507,0.044,873,0.221,0.333,0.404,0.697,0.111,2.2,0.611,0.6,0,0.622,0,0.442,0.265,0.151,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Guildford Seniors Village, 14568, 104A Avenue, Johnson Heights, Surrey, Metro Vancouver Regional District, British Columbia, V3T 1Y1, Canada","(49.1923908, -122.81867016077476, 0.0)",49.1923908,-122.81867016077476,yes,yes,yes,for-profit,19.0,-122.8183459,49.1925776
haida gwaii hospital and health centre,0.0,9A76C,Northern Health,3209 Oceanview Drive,Queen Charlotte,V0T1S0,(250) 559-4900,1950,No Councils,Accredited,0.0,8.0,8.0,0.0,2.0,2.0,,,0,0,1,0,0,0,0,0,0,0,12.5,0,0,0,0,0,83,0.647,0.471,0,,0.043,0.609,0.522,0.652,0.217,1.5,0.739,0.62,0,0,0,0.217,0.509,0.011,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Oceanview Drive, Queen Charlotte, North Coast Regional District, British Columbia, V0T 1S0, Canada","(53.2538829, -132.1060836, 0.0)",53.2538829,-132.10608359999998,no,no,yes,health_authority,70.0,-132.10608359999998,53.2538829
hardy view lodge,0.0,9ADB9,Interior Health,7649 22nd St.,Grand Forks,V0H1H2,(250) 443-2100,1982,"Resident Council, Family Council",Accredited,0.0,80.0,80.0,78.0,2.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1.3,1.3,0,0,0,0,1.3,85,0.645,0.565,0.033,855,0.213,0.326,0.13,0.596,0.039,3.2,0.322,0.57,0,0.109,0,0.417,0.317,0.053,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Boundary Hospital, 7649, 22nd Street, Grand Forks, Regional District of Kootenay Boundary, British Columbia, B0H 1H0, Canada","(49.02999845, -118.468667305464, 0.0)",49.02999845,-118.468667305464,yes,yes,yes,health_authority,38.0,-118.468667305464,49.02999845
harmony court care centre,0.0,91BCE,Fraser Health,7195 Canada Way,Burnaby,V5E3R7,(604) 527-3300,1976,Family Council,Unknown,0.0,55.0,55.0,7.0,24.0,0.0,2,0,0,0,9,0,0,2,3,0,0,0,16.4,0,0,3.6,5.5,0,85,0.741,0.59,0.025,818,0.146,0.442,0.412,0.779,0.115,2.6,0.513,0.55,0.013,0.845,0,0.469,0.097,0.193,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Canada Way, Discovery Park, Burnaby, Metro Vancouver Regional District, British Columbia, V5G 1G1, Canada","(49.2534087, -122.989119, 0.0)",49.25340870000001,-122.98911899999999,no,yes,unknown,for-profit,44.0,-122.94180449999999,49.2246262
harmony court care centre  - special unit,0.0,93A2A,Fraser Health,7195 Canada Way,Burnaby,V5E3R7,(604) 527-3300,2011,Family Council,Unknown,0.0,25.0,25.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,84,0.872,0.569,0.046,705,0.136,0,0.01,0.951,0.019,2.7,0.505,0.44,0.019,0.417,0,0.35,0.31,0,,,,,,,,,,,,,,,no,"Canada Way, Discovery Park, Burnaby, Metro Vancouver Regional District, British Columbia, V5G 1G1, Canada","(49.2534087, -122.989119, 0.0)",49.25340870000001,-122.98911899999999,no,yes,unknown,for-profit,9.0,-122.94180449999999,49.2246262
haven hill retirement centre,0.0,9C2CB,Interior Health,415 Haven Hill Road,Penticton,V2A4E9,(250) 492-2600,1992,"Resident Council, Family Council",Accredited,4.0,148.0,152.0,152.0,0.0,0.0,10,2,0,6,17,0,0,4,3,3,0,3.9,11.2,0,0,2.6,2,2,86,0.666,0.631,0.035,1021,0.178,0.289,0.283,0.726,0.065,2.5,0.524,0.57,0.389,0.013,0.024,0.341,0.263,0.11,3.0,17.0,1.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,no,"Haven Hill Road, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 2C4, Canada","(49.4960629, -119.5805204, 0.0)",49.4960629,-119.58052040000001,yes,yes,yes,for-profit,28.0,-119.58108590000002,49.4969821
hawthorne seniors care community,0.0,992JA,Fraser Health,2111 Hawthorne Ave,Port Coquitlam,V3C1W3,(604) 941-4051,,"Resident Council, Family Council",Unknown,0.0,131.0,131.0,115.0,8.0,0.0,0,0,1,0,26,0,0,0,2,0,0.8,0,19.8,0,0,0,1.5,0,82,0.555,0.49,0.066,772,0.122,0.419,0.441,0.537,0.128,2.2,0.656,0.59,0,0.569,0,0.419,0.327,0.022,1.0,9.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"Hawthorne Avenue, Mary Hill, Port Coquitlam, Metro Vancouver Regional District, British Columbia, V3C 3B7, Canada","(49.2570112, -122.7792222, 0.0)",49.2570112,-122.7792222,yes,yes,unknown,non-profit,,-122.7792222,49.2570112
henry durand manor,0.0,9A7GF,Interior Health,803 9th St South,Golden,V0A1H0,(250) 344-3402,1980,Resident & Family Council (combined),Accredited,0.0,28.0,28.0,28.0,0.0,0.0,0,0,0,0,12,0,0,0,3,1,0,0,42.9,0,0,0,10.7,3.6,85,0.647,0.676,0.063,573,0.294,0.333,0.382,0.735,0.029,2.1,0.598,0.57,0.088,0.382,0,0.569,0.253,0.093,2.0,10.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,no,"9th Street South, Golden, Columbia-Shuswap Regional District, British Columbia, V0A 1H0, Canada","(51.2961409, -116.9734392, 0.0)",51.2961409,-116.9734392,yes,yes,yes,health_authority,40.0,-116.96478970000001,51.29793170000001
heritage square,0.0,9BI83,Interior Health,3904 27th St.,Vernon,V1T4X7,(250) 545-2060,2004,Resident & Family Council (combined),Accredited,0.0,50.0,50.0,50.0,0.0,0.0,0,1,0,0,10,0,0,1,3,0,0,0,20,0,0,2,6,0,86,0.644,0.661,0.054,1246,0.536,0.188,0.126,0.681,0.024,3.2,0.29,0.68,0.048,0.758,0.063,0.676,0.093,0.064,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,-122.6498551,"(49.494891, -119.594421, 0.0)",49.494891,-119.594421,yes,yes,yes,for-profit,16.0,-119.26823,50.270687
heritage village,0.0,9C5BC,Fraser Health,7525 Topaz Dr,Chilliwack,V2R3C9,(604) 858-1833,1993,Resident & Family Council (combined),Accredited,0.0,100.0,100.0,64.0,12.0,3.0,0,0,2,1,21,0,0,0,3,0,2,1,21,0,0,0,3,0,85,0.544,0.584,0.034,940,0.118,0.31,0.434,0.648,0.127,2.3,0.552,0.57,0.034,0.58,0,0.549,0.273,0.034,2.0,10.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,no,"Topaz Drive, Chilliwack, British Columbia, V2R 3S9, Canada","(49.1407098, -121.9665418, 0.0)",49.1407098,-121.9665418,yes,yes,yes,health_authority,27.0,-121.9665418,49.1407098
heron grove,0.0,92IIA,Interior Health,4900 - 20th Street,Vernon,V1T9W3,(250) 542-6101,2007,"Resident Council, Family Council",Accredited,0.0,76.0,76.0,76.0,0.0,0.0,0,0,0,1,5,0,1,0,4,0,0,1.3,6.6,0,1.3,0,5.3,0,83,0.641,0.562,0.076,876,0.415,0.293,0.26,0.633,0.074,2.7,0.476,0.66,0.061,0.087,0.026,0.553,0.127,0.108,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,-123.392972,,,,yes,yes,yes,non-profit,13.0,-119.25913899999999,50.2830685
hillside village,0.0,92FC0,Interior Health,2891 15 Ave NE,Salmon Arm,V1E2B8,(250) 833-5877,2005,"Resident Council, Family Council",Accredited,0.0,112.0,112.0,112.0,0.0,0.0,1,0,1,0,16,0,0,0,2,0,0.9,0,14.3,0,0,0,1.8,0,86,0.668,0.579,0.024,915,0.176,0.24,0.279,0.754,0.109,4.1,0.176,0.57,0.017,0.12,0.057,0.562,0.266,0.154,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no,"15 Avenue Northeast, Canoe, Salmon Arm, Columbia-Shuswap Regional District, British Columbia, V1E 2S3, Canada","(50.7107051, -119.2513643, 0.0)",50.710705100000006,-119.25136429999999,yes,yes,yes,non-profit,15.0,-119.25136429999999,50.710705100000006
hilltop house,0.0,9AIC3,Vancouver Coastal Health,38146 Behrner Drive,Squamish,V8B0C8,(604) 892-9337,1984,"Resident Council, Family Council",Accredited,0.0,86.0,86.0,82.0,2.0,0.0,0,0,0,0,8,0,1,0,0,4,0,0,9.3,0,1.2,0,0,4.7,80,0.625,0.5,0.125,817,0.354,0.277,0.18,0.592,0.061,1.7,0.685,0.56,0.051,0.048,0,0.498,0.166,0.014,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no,"38146, Behrner Drive, Hospital Hill, Northridge, Squamish, Squamish-Lillooet Regional District, British Columbia, V8B 0Y3, Canada","(49.69897821752186, -123.1412989646689, 0.0)",49.698978217521855,-123.1412989646689,yes,yes,yes,health_authority,36.0,-123.1405798,49.698603799999994
hilton villa seniors community,0.0,917D8,Fraser Health,13525 Hilton Rd,Surrey,V3R5J3,(604) 588-3424,1974,"Resident Council, Family Council",Accredited,3.0,154.0,157.0,83.0,36.0,0.0,3,1,3,1,18,0,0,0,3,0,1.9,0.6,11.5,0,0,0,1.9,0,86,0.698,0.629,0.051,749,0.207,0.332,0.375,0.665,0.127,2.9,0.431,0.59,0.453,0.038,0,0.458,0.102,0.067,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"13525, Hilton Road, Bridgeview, Surrey, Metro Vancouver Regional District, British Columbia, V3T 2X6, Canada","(49.20242145, -122.84672725264093, 0.0)",49.20242145,-122.84672725264092,yes,yes,yes,for-profit,46.0,-122.84704669999999,49.202278
hogg and weatherby pavilions - peace arch hospital,0.0,9A58I,Fraser Health,15521 Russell Ave.,White Rock,V4B2R4,(604) 541-5837,1987,"Resident Council, Family Council",Unknown,0.0,234.0,234.0,30.0,78.0,12.0,2,0,2,0,24,0,0,1,2,0,0.9,0,10.3,0,0,0.4,0.9,0,90,0.739,0.769,0.022,785,0.177,0.28,0.242,0.483,0.086,2.6,0.523,0.57,0.155,0.67,0.124,0.482,0.188,0.032,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Peace Arch Hospital, 15521, Russell Avenue, Uptown, White Rock, Metro Vancouver Regional District, British Columbia, V4B 2T4, Canada","(49.03015955, -122.79236954999999, 0.0)",49.03015955,-122.79236955,yes,yes,unknown,health_authority,33.0,-122.79236955,49.03015955
holyrood manor,0.0,91842,Fraser Health,22710 Holyrood Ave,Maple Ridge,V2X3E6,(604) 467-8831,,Family Council,Accredited,2.0,123.0,125.0,0.0,0.0,0.0,0,0,1,2,15,0,0,0,4,1,0.8,1.6,12,0,0,0,3.2,0.8,86,0.815,0.583,0.033,1196,0.31,0.199,0.252,0.719,0.119,2.3,0.528,0.61,0,0.706,0,0.501,0.2,0.012,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Holyrood Avenue, Yennadon, Maple Ridge, Metro Vancouver Regional District, British Columbia, V2X 2V6, Canada","(49.2122959, -122.5939042, 0.0)",49.2122959,-122.59390420000001,no,yes,yes,for-profit,,-122.59390420000001,49.2122959
houston health centre,0.0,937C0,Northern Health,3202 - 14th St,Houston,V0J1Z0,(250) 845-2294,2010,No Councils,Accredited,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.81,0.429,0.19,701,0.182,0.273,0.273,0.727,0,2.5,0.545,0.56,0.455,0.545,0,0.636,0.81,0.087,2.0,13.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,no,"14th Street, Houston, Regional District of Bulkley-Nechako, British Columbia, VOJ 1ZO, Canada","(54.3965123, -126.6464261, 0.0)",54.396512300000005,-126.6464261,no,no,yes,health_authority,10.0,-126.6524369,54.3961409
inglewood care centre,0.0,999J9,Vancouver Coastal Health,725 Inglewood Avenue,West Vancouver,V7T1X5,(604) 922-9394,1979,"Resident Council, Family Council",Unknown,0.0,230.0,230.0,196.0,17.0,0.0,5,4,0,2,32,1,0,7,7,11,0,0.9,13.9,0.4,0,3,3,4.8,86,0.654,0.664,0.021,1062,0.292,0.3,0.389,0.763,0.119,2.9,0.409,0.54,0.063,0.225,0,0.534,0.199,0.038,13.0,8.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,no,"Inglewood Avenue, Hollyburn, West Vancouver, Metro Vancouver Regional District, British Columbia, V7V 4B9, Canada","(49.3346377, -123.1681325, 0.0)",49.3346377,-123.1681325,yes,yes,unknown,for-profit,41.0,-123.1356688,49.3354367
jackman manor,0.0,9ADHD,Fraser Health,27477 28 Ave,Aldergrove,V4W3L9,(604) 856-4161,1982,Resident & Family Council (combined),Not Accredited,0.0,88.0,88.0,88.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1.1,0,0,0,0,0,88,0.701,0.72,0.014,1118,0.226,0.287,0.364,0.777,0.073,2.2,0.587,0.54,0.079,0.021,0,0.449,0.155,0.049,3.0,9.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"28 Avenue, Aldergrove, Township of Langley, Metro Vancouver Regional District, British Columbia, V4W 3K1, Canada","(49.0531494, -122.4657747, 0.0)",49.0531494,-122.4657747,yes,yes,no,non-profit,38.0,-122.46304029999999,49.0538233
jackson house - ashcroft hospital and health centre,0.0,9A6I3,Interior Health,700 Ash-Cache Creek Hwy,Ashcroft,V0K1A0,(250) 453-2211,1979,Resident & Family Council (combined),Accredited,0.0,22.0,22.0,20.0,1.0,1.0,0,0,0,1,1,0,1,0,0,0,0,4.5,4.5,0,4.5,0,0,0,87,0.725,0.6,0.025,1095,0.286,0.405,0.095,0.56,0.012,3.3,0.333,0.58,0.167,0,0,0.44,0.329,0.019,1.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,-119.5763397,,,,yes,yes,yes,health_authority,41.0,,
james bay care centre,0.0,9C426,Vancouver Island Health,336 Simcoe St.,Victoria,V8V1L2,(250) 388-6457,1971,Resident Council,Accredited,0.0,115.0,115.0,95.0,10.0,0.0,1,0,0,0,11,0,0,4,0,0,0,0,9.6,0,0,3.5,0,0,85,0.716,0.59,0.023,673,0.293,0.131,0.174,0.712,0.106,2.8,0.471,0.58,0,0.724,0,0.492,0.109,0.004,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,no,"James Bay Care Centre, 336, Simcoe Street, James Bay, Victoria, Capital Regional District, British Columbia, V8V 2G0, Canada","(48.41730305, -123.37684178149117, 0.0)",48.41730305,-123.37684178149117,yes,no,yes,for-profit,49.0,-123.37691399999999,48.4173083
joseph creek village,0.0,92IJA,Interior Health,1901 Willowbrook Dr,Cranbrook,V1C6S4,(250) 417-0666,2003,"Resident Council, Family Council",Unknown,2.0,100.0,102.0,102.0,0.0,0.0,4,1,0,2,9,0,0,5,2,0,0,2,8.8,0,0,4.9,2,0,80,0.643,0.393,0.113,1311,0.258,0.24,0.293,0.568,0.05,3.3,0.315,0.61,0.298,0.728,0.42,0.45,0.298,0.052,8.0,15.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,no,"Willowbrook Drive, Cranbrook, Regional District of East Kootenay, British Columbia, V1C 3S9, Canada","(49.5270986, -115.7452938, 0.0)",49.5270986,-115.74529380000001,yes,yes,unknown,for-profit,17.0,-115.74529380000001,49.5270986
