index,name,address,city_and_postal_code,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,first_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
462,ROYAL OTTAWA PLACE,1145 Carling Avenue,"Ottawa, K1Z7K4",Champlain,Royal Ottawa Health Care Group,,Non-Profit,Home with approximately 70 beds,Yes,Yes,Yes,Yes,,Ottawa, K1Z7K4,70,2010-09-12,23,15,8,5,5,4,10,4,2,6,4,3
463,ROYAL ROSE PLACE,635 Prince Charles Drive North,"Welland, L3C0C7",Hamilton Niagara Haldimand Brant (Hnhb),859530 Ontario Inc. (Operating As Jarlette Health Services),,For-Profit,Home with approximately 96 beds,No,No,No,No,,Welland, L3C0C7,96,2016-08-16,13,13,8,3,3,2,4,4,2,3,3,2
464,ROYAL TERRACE,600 White's Road,"Palmerston, N0G2P0",Waterloo Wellington,Shanti Enterprises Limited,,For-Profit,Home with approximately 67 beds,No,Yes,Yes,Yes,,Palmerston, N0G2P0,67,2010-08-10,23,13,6,5,3,,11,6,5,4,3,1
465,SAINT LUKE'S PLACE,1624 Franklin Boulevard,"Cambridge, N3C3P4",Waterloo Wellington,Saint Luke's Place,,Non-Profit,Home with approximately 114 beds,No,Yes,Yes,Yes,,Cambridge, N3C3P4,114,2010-11-16,32,20,9,16,12,6,11,5,3,4,4,3
466,SANDFIELD PLACE,220 Emma Street,"Cornwall, K6J5V8",Champlain,458422 Ontario Limited,,For-Profit,Home with approximately 53 beds,No,Yes,Yes,Yes,,Cornwall, K6J5V8,53,2011-05-10,27,21,11,11,8,4,9,7,4,3,3,2
467,SANTÉ MANITOUWADGE HEALTH,1 Health Care Crescent,"Manitouwadge, P0T2C0",North West,Sante Manitouwadge Health,,Non-Profit,Home with approximately 9 beds,No,Yes,Yes,Yes,,Manitouwadge, P0T2C0,9,2011-08-16,12,7,3,1,1,,,,,7,4,2
468,SARA VISTA,27 Simcoe Street,"Elmvale, L0L1P0",North Simcoe Muskoka,Revera Long Term Care Inc.,,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Elmvale, L0L1P0,60,2011-08-16,15,9,5,5,2,2,4,2,2,1,,
469,SARSFIELD COLONIAL HOME,2861 Colonial Road P.O. Box 130,"Sarsfield, K0A3E0",Champlain,2629693 Ontario Inc.,Taminagi Inc. (As Manager),For-Profit,Home with approximately 46 beds,No,Yes,Yes,Yes,"recipient no 346524 – sarsfield colonial home
comment - change in ownership effective february 19 2020. details transferred to recipient no 664183/ facility no nh1692
",Sarsfield, K0A3E0,46,2010-08-11,62,42,12,27,14,2,13,8,4,18,16,4
470,SEAFORTH LONG TERM CARE HOME,100 James Street,"Seaforth, N0K1W0",South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 63 beds,Yes,Yes,Yes,Yes,,Seaforth, N0K1W0,63,2010-09-20,17,11,6,6,2,1,4,4,3,1,1,1
471,SECORD TRAILS CARE COMMUNITY,263 Wonham Street South,"Ingersoll, N5C3P6",South West,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 80 beds,Yes,Yes,Yes,Yes,,Ingersoll, N5C3P6,80,2010-07-28,60,27,14,25,12,4,22,10,8,13,9,7
472,SENIORS' HEALTH CENTRE,2 Buchan Court,"North York, M2J5A3",Central,North York General Hospital,,Non-Profit,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,North York, M2J5A3,192,2011-04-20,33,21,8,13,8,3,7,5,4,11,6,3
473,SEVEN OAKS,9 Neilson Road,"Scarborough, M1E5E1",Central East,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 249 beds,Yes,Yes,Yes,Yes,,Scarborough, M1E5E1,249,2011-06-21,47,32,20,21,15,9,17,11,7,8,8,5
474,SHALOM MANOR LONG TERM CARE HOME,12 Bartlett Avenue,"Grimsby, L3M4N5",Hamilton Niagara Haldimand Brant (Hnhb),Shalom Manor Long Term Care Home,,Non-Profit,Home with approximately 144 beds,No,Yes,Yes,No,,Grimsby, L3M4N5,144,2010-09-01,20,12,9,7,4,4,7,4,4,2,2,2
475,SHALOM VILLAGE NURSING HOME,70 Macklin Street North,"Hamilton, L8S3S1",Hamilton Niagara Haldimand Brant (Hnhb),Shalom Village Nursing Home,,Non-Profit,Home with approximately 127 beds,No,Yes,Yes,Yes,,Hamilton, L8S3S1,127,2010-12-09,21,15,7,7,3,2,3,2,2,5,5,2
476,SHELBURNE LONG TERM CARE HOME,200 Robert Street P.O. Box 156,"Shelburne, L0N1S1",Central West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Shelburne, L0N1S1,60,2010-09-23,24,17,11,10,5,4,4,2,1,7,7,5
477,SHEPHERD LODGE,3760 Sheppard Avenue East,"Toronto, M1T3K9",Central East,Shepherd Village Inc.,,Non-Profit,Home with approximately 252 beds,No,Yes,Yes,Yes,,Toronto, M1T3K9,252,2011-01-24,49,24,16,22,11,8,13,8,6,13,6,5
478,SHERBOURNE PLACE,345 Sherbourne Street,"Toronto, M5A2S3",Toronto Central,Drs. Paul And John Rekai Centre,,Non-Profit,Home with approximately 126 beds,Yes,Yes,No,Yes,,Toronto, M5A2S3,126,2010-11-23,31,17,5,14,6,2,9,3,1,4,4,1
479,SHERIDAN VILLA,2460 Truscott Drive,"Mississauga, L5J3Z8",Mississauga Halton,The Regional Municipality Of Peel,,Municipal,Home with approximately 142 beds,No,Yes,Yes,Yes,,Mississauga, L5J3Z8,142,2010-11-03,26,14,9,12,7,5,7,3,3,4,2,1
480,SHERWOOD COURT LONG TERM CARE CENTRE,300 Ravineview Drive,"Maple, L6A3P8",Central,Axr Operating (National) Lp,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Maple, L6A3P8,96,2010-09-09,41,24,12,18,12,8,16,8,4,7,5,
481,SHERWOOD PARK MANOR,1814 County Road  #2 East,"Brockville, K6V5T1",South East,Sherwood Park Manor,,Non-Profit,Home with approximately 107 beds,No,Yes,Yes,No,,Brockville, K6V5T1,107,2010-10-04,61,28,13,28,13,5,23,8,4,9,6,6
482,SILVERTHORN CARE COMMUNITY,4350 Mississauga Road,"Mississauga, L5M7C8",Mississauga Halton,Specialty Care Mississauga Inc.,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Mississauga, L5M7C8,160,2010-10-13,30,13,8,9,5,4,15,4,3,4,4,2
483,SIMCOE MANOR HOME FOR THE AGED,5988 - 8TH LINE Main Street East,"Beeton, L0G1A0",Central,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 126 beds,Yes,Yes,Yes,Yes,,Beeton, L0G1A0,126,2010-07-13,28,11,7,9,2,1,8,4,4,8,3,3
484,SMOOTH ROCK FALLS HOSPITAL,107 Kelly Road P.O. Box 219,"Smooth Rock Falls, P0L2B0",North East,Smooth Rock Falls Hospital,,Non-Profit,Home with approximately 20 beds,No,Yes,No,Yes,,Smooth Rock Falls, P0L2B0,20,2011-05-04,17,10,5,1,,,6,3,3,4,2,1
485,SOUTH CENTENNIAL MANOR,240 Fyfe Street,"Iroquois Falls, P0K1E0",North East,Anson General Hospital,,Non-Profit,Home with approximately 69 beds,Yes,Yes,Yes,Yes,,Iroquois Falls, P0K1E0,69,2011-11-15,25,19,13,3,3,3,10,6,4,10,7,4
486,SOUTHAMPTON CARE CENTRE,140 Grey Street P.O. Box 790,"Southampton, N0H2L0",South West,Southampton Care Centre Inc.,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Southampton, N0H2L0,88,2010-10-26,29,12,8,9,3,3,12,2,2,4,3,3
487,SOUTHBRIDGE LAKEHEAD,135 South Vickers Street,"Thunder Bay, P7E1J2",North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Extendicare (Canada) Inc.,For-Profit,Home with approximately 131 beds,No,Yes,Yes,Yes,,Thunder Bay, P7E1J2,131,2011-01-05,76,29,9,21,7,1,19,9,4,31,11,2
488,SOUTHBRIDGE PINEWOOD,2625 Walsh Street East,"Thunder Bay, P7E2E5",North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Thunder Bay, P7E2E5,128,2011-09-06,38,25,9,8,4,1,17,8,3,14,13,3
489,SOUTHBRIDGE ROSEVIEW,99 Shuniah Street,"Thunder Bay, P7A2Z2",North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 157 beds,No,Yes,Yes,Yes,,Thunder Bay, P7A2Z2,157,2010-08-11,44,21,13,14,7,5,18,6,4,11,7,4
490,SOUTHLAKE RESIDENTIAL CARE VILLAGE,640 Grace Street,"Newmarket, L3Y2L1",Central,Southlake Residential Care Village,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Newmarket, L3Y2L1,224,2009-12-01,49,18,13,25,6,4,10,4,4,11,5,3
491,SPENCER HOUSE,835 West Ridge Blvd.,"Orillia, L3V8B3",North Simcoe Muskoka,Spencer House Inc.,2063414 Investment Lp,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Orillia, L3V8B3,160,2010-08-13,32,19,11,10,4,3,12,8,6,6,2,1
492,SPRINGDALE COUNTRY MANOR,2698 Clifford Line R. R. #5,"Peterborough, K9J6X6",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 68 beds,No,Yes,Yes,Yes,,Peterborough, K9J6X6,68,2009-09-22,30,19,6,12,7,3,8,6,3,6,3,
493,SPRUCE LODGE HOME FOR THE AGED,643 West Gore Street,"Stratford, N5A1L4",South West,Spruce Lodge Home For The Aged,,Municipal,Home with approximately 128 beds,Yes,Yes,No,Yes,,Stratford, N5A1L4,128,2010-09-21,46,25,9,24,13,2,15,7,6,5,5,3
494,SPRUCEDALE CARE CENTRE,96 Kittridge Avenue East,"Strathroy, N7G2A8",South West,Sprucedale Care Centre Inc.,C.D. Micallef Consulting Services Inc.,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Strathroy, N7G2A8,96,2010-09-15,19,9,4,5,2,,9,4,4,,,
496,ST PATRICK'S HOME,2865 Riverside Drive,"Ottawa, K1V8N5",Champlain,St. Patrick's Home Of Ottawa Inc.,,Non-Profit,Home with approximately 202 beds,Yes,Yes,Yes,Yes,,Ottawa, K1V8N5,202,2010-08-24,86,47,24,44,19,11,26,20,10,9,6,3
497,ST. ANDREW'S TERRACE LONG TERM CARE COMMUNITY,255 St. Andrew's Street,"Cambridge, N1S1P1",Waterloo Wellington,Steeves & Rozema Enterprises Limited,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Cambridge, N1S1P1,128,2010-09-09,52,22,9,16,8,3,24,7,3,8,7,2
498,ST. CLAIR O'CONNOR COMMUNITY NURSING HOME,2701 St Clair Avenue East,"East York, M4B3M3",Toronto Central,St. Clair O'connor Community Inc.,,Non-Profit,Home with approximately 25 beds,No,Yes,Yes,Yes,,East York, M4B3M3,25,2011-08-15,9,6,1,1,,,2,2,1,,,
499,ST. GABRIEL'S VILLA OF SUDBURY,4690 Municipal Road 15,"Chelmsford, P0M1L0",North East,St. Joseph's Health Centre Of Sudbury,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Chelmsford, P0M1L0,128,2011-04-13,79,56,34,24,16,10,23,18,14,33,25,12
500,ST. GEORGE CARE COMMUNITY,225 St. George Street,"Toronto, M5R2M2",Toronto Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 238 beds,Yes,Yes,Yes,Yes,,Toronto, M5R2M2,238,2010-11-08,46,22,12,27,9,6,13,10,6,6,3,3
501,ST. JACQUES NURSING HOME,915 Notre Dame Street P. O. Box 870,"Embrun, K0A1W0",Champlain,412506 Ontario Ltd.,,Non-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Embrun, K0A1W0,60,2011-11-01,50,34,8,18,10,4,10,8,4,10,6,
502,ST. JOSEPH'S AT FLEMING,659 Brealey Drive,"Peterborough, K9K2R8",Central East,St Joseph's At Fleming,,Non-Profit,Home with approximately 200 beds,No,Yes,Yes,Yes,,Peterborough, K9K2R8,200,2011-03-09,113,50,17,50,22,8,32,15,8,26,8,1
503,ST. JOSEPH'S CONTINUING CARE CENTRE,14 York Street,"Cornwall, K6J5T2",Champlain,"Religious Hospitalers Of St. Joseph Of Cornwall, Ontario",,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Cornwall, K6J5T2,150,2010-09-13,34,19,10,12,8,3,12,6,5,5,2,2
505,"ST. JOSEPH'S HEALTH CENTRE, GUELPH",100 Westmount Road,"Guelph, N1H5H8",Waterloo Wellington,St. Joseph's Health System,,Non-Profit,Home with approximately 240 beds,No,Yes,Yes,Yes,,Guelph, N1H5H8,240,2010-11-16,44,21,5,16,10,3,16,3,1,8,6,1
506,ST. JOSEPH'S LIFECARE CENTRE,99 Wayne Gretzky Parkway,"Brantford, N3S6T6",Hamilton Niagara Haldimand Brant (Hnhb),St. Joseph's Health System,,Non-Profit,Home with approximately 205 beds,No,Yes,Yes,No,,Brantford, N3S6T6,205,2010-12-07,30,18,15,10,5,5,11,6,5,5,5,3
507,ST. JOSEPH'S MANOR,70 Spine Road,"Elliot Lake, P5A1X2",North East,St. Joseph's General Hospital Elliot Lake,,Non-Profit,Home with approximately 64 beds,Yes,Yes,Yes,Yes,,Elliot Lake, P5A1X2,64,2010-07-21,39,22,10,13,5,2,9,7,4,15,8,2
509,"ST. JOSEPH'S VILLA, DUNDAS",56 Governor's Road,"Dundas, L9H5G7",Hamilton Niagara Haldimand Brant (Hnhb),St. Joseph's Health System,,Non-Profit,Home with approximately 378 beds,Yes,Yes,Yes,Yes,,Dundas, L9H5G7,378,2010-08-05,103,40,18,52,18,7,25,9,6,35,17,8
510,"ST. JOSEPH'S VILLA, SUDBURY",1250 South Bay Road,"Sudbury, P3E6L9",North East,St. Joseph's Health Centre Of Sudbury,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Sudbury, P3E6L9,128,2011-01-24,39,21,10,14,6,2,11,9,6,10,5,1
511,ST. LAWRENCE LODGE,"1803 County Road, #2 East Postal Bag  #1130","Brockville, K6V5T1",South East,"The Corporations Of The United Counties Of Leeds And Grenville, The City Of Brockville, The Town Of Gananoque And The Town Of Prescott",,Municipal,Home with approximately 224 beds,No,Yes,Yes,No,,Brockville, K6V5T1,224,2010-09-10,56,34,14,27,16,4,19,12,8,6,3,2
512,ST. PETER'S RESIDENCE AT CHEDOKE,125 Redfern Avenue,"Hamilton, L9C7W9",Hamilton Niagara Haldimand Brant (Hnhb),St. Peter's Care Centres,,Non-Profit,Home with approximately 210 beds,No,Yes,Yes,Yes,,Hamilton, L9C7W9,210,2010-12-02,37,17,10,17,3,3,13,8,5,8,4,1
513,STAYNER CARE CENTRE,"244 Main Street East 7308 Highway #26, P.O. Box 350","Stayner, L0M1S0",North Simcoe Muskoka,Stayner Care Centre Inc.,,For-Profit,Home with approximately 49 beds,No,Yes,No,No,,Stayner, L0M1S0,49,2011-11-08,15,10,5,3,2,1,3,3,3,5,3,1
514,STIRLING HEIGHTS,200 Stirling Macgregor Drive,"Cambridge, N1S5B7",Waterloo Wellington,Axr Operating (National) Lp,,For-Profit,Home with approximately 110 beds,No,Yes,Yes,Yes,,Cambridge, N1S5B7,110,2011-02-10,23,13,8,7,5,4,10,4,4,2,,
515,STIRLING MANOR NURSING HOME,218 Edward Street P.O. Box 220,"Stirling, K0K3E0",South East,Manorcare Partners,Eldercare Management & Consulting Corp.,For-Profit,Home with approximately 75 beds,No,Yes,No,Yes,,Stirling, K0K3E0,75,2010-07-12,37,21,8,11,6,4,13,9,3,5,1,
516,STONERIDGE MANOR,256 High Street,"Carleton Place, K7C1X1",Champlain,Stoneridge Manor Operating Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Carleton Place, K7C1X1,60,2010-11-01,29,14,8,8,4,3,16,6,4,1,1,1
517,STRATHCONA LONG TERM CARE,465 Dublin Street,"Mount Forest, N0G2L3",Waterloo Wellington,Sharon Farms & Enterprises Limited,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Mount Forest, N0G2L3,88,2011-02-28,32,15,9,9,4,2,10,5,5,12,7,3
518,STRATHMERE LODGE,599 Albert Street Box 5000,"Strathroy, N7G3J3",South West,The Corporation Of The County Of Middlesex,,Municipal,Home with approximately 160 beds,Yes,Yes,Yes,No,,Strathroy, N7G3J3,160,2011-01-10,43,20,8,12,6,1,23,9,6,5,3,
519,STREAMWAY VILLA,19 James Street West,"Cobourg, K9A2J8",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 59 beds,No,Yes,No,Yes,,Cobourg, K9A2J8,59,2011-02-01,24,11,6,9,2,2,6,2,2,5,3,1
520,STREETSVILLE CARE COMMUNITY,1742 Bristol Road West,"Mississauga, L5M1X9",Mississauga Halton,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 118 beds,No,Yes,Yes,Yes,,Mississauga, L5M1X9,118,2010-07-21,24,12,6,6,1,,9,5,4,3,3,1
521,SUMAC LODGE,1464 Blackwell Road,"Sarnia, N7S5M4",Erie St. Clair,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Sarnia, N7S5M4,100,2010-09-08,60,25,10,25,10,4,27,12,6,3,,
522,SUMMIT PLACE,850-4Th Street East,"Owen Sound, N4K6A3",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 119 beds,No,Yes,Yes,Yes,,Owen Sound, N4K6A3,119,2010-07-26,29,12,8,10,3,2,11,4,3,4,3,3
523,SUN PARLOR HOME FOR SENIOR CITIZENS,175 Talbot Street East,"Leamington, N8H1L9",Erie St. Clair,The Corporation Of The County Of Essex,,Municipal,Home with approximately 206 beds,No,Yes,Yes,No,,Leamington, N8H1L9,206,2010-10-05,54,31,11,14,7,1,29,17,7,8,5,2
524,SUNNYCREST NURSING HOME,1635 Dundas Street East,"Whitby, L1N2K9",Central East,Sunnycrest Nursing Homes Limited,,For-Profit,Home with approximately 136 beds,No,Yes,Yes,Yes,,Whitby, L1N2K9,136,2010-09-30,57,21,6,25,9,3,16,8,2,13,3,2
525,SUNNYSIDE HOME,247 Franklin Street North,"Kitchener, N2G4J3",Waterloo Wellington,Regional Municipality Of Waterloo,,Municipal,Home with approximately 263 beds,Yes,Yes,Yes,Yes,,Kitchener, N2G4J3,263,2010-09-14,84,41,14,30,16,3,47,20,9,5,5,2
526,SUNSET MANOR HOME FOR SENIOR CITIZENS,49 Raglan Street,"Collingwood, L9Y4X1",North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Collingwood, L9Y4X1,150,2010-11-01,31,21,15,9,5,5,12,6,5,11,10,8
527,SUOMI-KOTI TORONTO NURSING HOME,795 Eglinton Avenue East,"Toronto, M4G4E4",Toronto Central,Toronto Finnish-canadian Seniors Centre,,Non-Profit,Home with approximately 34 beds,No,Yes,Yes,No,,Toronto, M4G4E4,34,2011-07-11,14,7,3,2,,,4,3,2,2,1,1
528,TALL PINES LONG TERM CARE CENTRE,1001 Peter Robertson Blvd.,"Brampton, L6R2Y3",Central West,The Regional Municipality Of Peel,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Brampton, L6R2Y3,160,2010-08-17,29,15,10,11,5,3,9,5,5,9,6,3
529,TECK PIONEER RESIDENCE,145A Government Road East Postal Bag Service 1757,"Kirkland Lake, P2N3P4",North East,Corporation Of The Town Of Kirkland Lake,,Municipal,Home with approximately 81 beds,No,Yes,Yes,Yes,,Kirkland Lake, P2N3P4,81,2011-01-24,31,18,8,8,3,3,9,6,3,15,8,1
530,TELFER PLACE,245 Grand River Street North,"Paris, N3L3V8",Hamilton Niagara Haldimand Brant (Hnhb),Revera Long Term Care Inc.,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Paris, N3L3V8,45,2010-08-30,27,17,5,6,4,,9,5,3,10,6,1
531,TEMISKAMING LODGE,100 Bruce Street P.O. Box 1180,"Haileybury, P0J1K0",North East,Jarlette Ltd.,,For-Profit,Home with approximately 82 beds,Yes,Yes,Yes,Yes,,Haileybury, P0J1K0,82,2011-04-13,22,10,8,6,1,1,9,5,5,6,2,2
532,TENDERCARE LIVING CENTRE,1020 McNicoll Avenue,"Scarborough, M1W2J6",Central East,Tendercare Nursing Homes Limited,Extendicare (Canada) Inc.,For-Profit,Home with approximately 254 beds,No,Yes,No,Yes,,Scarborough, M1W2J6,254,2010-10-13,36,18,9,15,6,3,12,5,4,10,7,2
533,TERRACE LODGE,475 Talbot Street East 49462 Talbot Line,"Aylmer, N5H3A5",South West,The Corporation Of The County Of Elgin Municipal Homes,,Municipal,Home with approximately 100 beds,Yes,Yes,Yes,No,,Aylmer, N5H3A5,100,2011-05-16,33,22,12,10,6,2,15,10,9,3,2,1
534,THE BIGNUCOLO RESIDENCE,"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road","Chapleau, P0M1K0",North East,Chapleau Health Services,,Non-Profit,Home with approximately 18 beds,Yes,Yes,No,Yes,,Chapleau, P0M1K0,18,2011-06-20,13,9,5,1,1,1,5,4,3,3,3,
535,THE ELLIOTT LONG TERM CARE RESIDENCE,170 Metcalfe Street,"Guelph, N1E4Y3",Waterloo Wellington,The Elliott,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,Yes,,Guelph, N1E4Y3,85,2010-08-04,24,11,4,7,1,1,6,3,2,2,1,
536,THE FORDWICH VILLAGE NURSING HOME,3063 Adelaide Street,"Fordwich, N0G1V0",South West,Atk Care Inc.,,For-Profit,Home with approximately 33 beds,No,Yes,Yes,Yes,,Fordwich, N0G1V0,33,2010-08-04,18,8,5,4,1,1,6,2,2,6,4,1
537,THE FOUR SEASONS LODGE,117 Banting Drive,"Deep River, K0J1P0",Champlain,Deep River And District Hospital,,Non-Profit,Home with approximately 14 beds,No,Yes,No,Yes,,Deep River, K0J1P0,14,2011-11-22,12,8,4,3,3,2,2,2,2,1,1,1
538,"THE GROVE, ARNPRIOR AND DISTRICT NURSING HOME",275 Ida Street North,"Arnprior, K7S3M7",Champlain,The Arnprior And District Memorial Hospital,,Non-Profit,Home with approximately 61 beds,Yes,Yes,Yes,Yes,,Arnprior, K7S3M7,61,2011-10-04,18,11,5,1,,,10,5,2,3,3,2
539,THE HENLEY HOUSE,20 Ernest Street,"St. Catharines, L2N7T2",Hamilton Niagara Haldimand Brant (Hnhb),Henley House Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,St. Catharines, L2N7T2,160,2010-09-22,54,23,12,26,12,5,18,6,6,10,4,1
540,THE HERITAGE NURSING HOME,1195 Queen Street East,"Toronto, M4M1L6",Toronto Central,Heritage Nursing Homes Inc.,,For-Profit,Home with approximately 201 beds,Yes,Yes,Yes,Yes,,Toronto, M4M1L6,201,2010-12-02,25,11,7,9,3,3,6,2,2,10,5,3
541,THE JEWISH HOME FOR THE AGED,3560 Bathurst Street,"North York, M6A2E1",Toronto Central,The Jewish Home For The Aged,,Non-Profit,Home with approximately 472 beds,No,Yes,Yes,Yes,,North York, M6A2E1,472,2010-11-09,57,39,26,33,20,14,14,10,8,11,10,6
542,THE JOHN M. PARROTT CENTRE,309 Bridge Street West,"Napanee, K7R2G4",South East,County Of Lennox And Addington,,Municipal,Home with approximately 168 beds,Yes,Yes,Yes,Yes,,Napanee, K7R2G4,168,2010-08-11,30,17,9,9,4,2,17,10,7,,,
543,THE KENSINGTON GARDENS,25 Brunswick Avenue,"Toronto, M5S2L9",Toronto Central,The Kensington Health Centre,,Non-Profit,Home with approximately 350 beds,No,Yes,Yes,Yes,,Toronto, M5S2L9,350,2011-08-23,41,21,12,21,8,5,11,7,5,10,7,4
544,THE MAPLES HOME FOR SENIORS,94 William Street South P.O. Box 400,"Tavistock, N0B2R0",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 43 beds,No,Yes,Yes,Yes,,Tavistock, N0B2R0,43,2010-08-11,24,10,4,6,4,1,9,3,3,5,2,
545,THE MEADOWS,12 Tranquility Avenue,"Ancaster, L9G5C2",Hamilton Niagara Haldimand Brant (Hnhb),Axr Operating (National) Lp,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ancaster, L9G5C2,128,2010-09-23,22,12,6,6,3,1,7,4,3,2,1,1
546,THE MEADOWS OF DORCHESTER,6623 Kalar Road,"Niagara Falls, L2H2T3",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 121 beds,No,Yes,Yes,Yes,,Niagara Falls, L2H2T3,121,2011-03-04,20,12,6,7,4,3,8,5,3,1,1,
547,THE NORFOLK HOSPITAL NURSING HOME,365 West Street,"Simcoe, N3Y1T7",Hamilton Niagara Haldimand Brant (Hnhb),The Norfolk Hospital Nursing Home,,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Simcoe, N3Y1T7,80,2011-08-12,12,8,3,4,2,1,2,1,1,2,2,
548,THE O'NEILL CENTRE,33 Christie Street,"Toronto, M6G3B1",Toronto Central,848357 Ontario Inc.,Responsive Health Management Inc.,For-Profit,Home with approximately 162 beds,Yes,Yes,No,Yes,,Toronto, M6G3B1,162,2011-07-07,31,13,7,17,4,2,10,6,5,,,
549,THE PALACE,92 Centre Street,"Alexandria, K0C1A0",Champlain,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 70 beds,No,Yes,Yes,Yes,,Alexandria, K0C1A0,70,2011-10-13,37,30,18,11,8,6,12,12,12,10,8,2
550,THE PERLEY AND RIDEAU VETERANS' HEALTH CENTRE,1750 Russell Road,"Ottawa, K1G5Z6",Champlain,The Perley And Rideau Veterans' Health Centre,,Non-Profit,Home with approximately 450 beds,Yes,Yes,Yes,Yes,,Ottawa, K1G5Z6,450,2010-09-01,90,51,20,25,17,7,42,18,8,19,11,3
551,THE PINES,98 Pine Street,"Bracebridge, P1L1N5",North Simcoe Muskoka,The District Of The Municipality Of Muskoka,Extendicare (Canada) Inc.,Municipal,Home with approximately 160 beds,No,Yes,No,Yes,,Bracebridge, P1L1N5,160,2011-10-21,14,11,6,1,,,7,6,5,3,3,1
552,THE SALVATION ARMY OTTAWA GRACE MANOR,1156 Wellington Street,"Ottawa, K1Y2Z3",Champlain,The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K1Y2Z3,128,2010-09-20,63,36,15,34,19,6,18,9,6,4,3,1
